diff_id,language,gold,generated,bleu,rougeL,chrf,meteor,bertscore_f1,nli_entail,nli_contra,nli_neutral,nli_signed
884,cs,Add GetErrorHtml and expand GetErrorStatus to check ModelError for ResponseStatus,Improve error handling in ViewPageBase by adding a new method to get the error status and using it in the IsError property.,0.019582248325011244,0.06250000000000001,0.2222540909622456,0.0892857142857143,0.8724587559700012,0.0387578159570694,0.0004270073550287634,0.9608151316642761,0.038330808602040634
1012,cs,Re - add members to be removed to avoid API break,Update VSTypeScriptContainedDocumentWrapper to use new interfaces.,0.03708659055657029,0.125,0.10798003100926873,0.04761904761904762,0.8523415327072144,0.032576121389865875,0.05131929740309715,0.9161045551300049,-0.018743176013231277
1072,cs,Retain handles on KVO callback so the GC doesn ' t take it back,Improve KVOObservableForProperty by using GCHandle.Alloc and GCHandle.Free.,0.0,0.0,0.15657547409037917,0.0,0.8287594318389893,0.06393659114837646,0.3522215485572815,0.583841860294342,-0.28828495740890503
1332,cs,Adding a [ HttpGet ] attribute to enable the Delete album from the store functionality .,Add HTTP GET method for Delete action in StoreManagerController.,0.027385973411104617,0.09090909090909093,0.2188461656847904,0.032679738562091505,0.8812918066978455,0.1487092226743698,0.0013163951225578785,0.8499743938446045,0.14739282755181193
1971,cs,Encryption core is approximately 30 % faster than previous version .,Update permutation table initialization and permutation functions to use 32-bit integers instead of bytes.,0.022869567780619007,0.0,0.1914052616015535,0.0,0.8389444947242737,0.0008497511153109372,0.0035854275338351727,0.9955647587776184,-0.0027356764185242355
7,go,Printing correction count for each provider as we go.,Update DNS provider output to show ellipsis and pluralize corrections.,0.04456882760699064,0.10526315789473685,0.3549039330974715,0.05494505494505494,0.8574894666671753,0.0218929685652256,0.007212549448013306,0.9708945155143738,0.014680419117212296
10,go,"Redundant use of multiple fmt.Println commands
Changed multiple fmt.Println("""") commands to one using backticks",Update usage message for dnscontrol command.,0.007704671955464464,0.0,0.13094152394022854,0.0,0.8441365957260132,0.06376444548368454,0.0780816301703453,0.8581538796424866,-0.014317184686660767
65,go,Documentation: Clarify the when to implement certain interfaces,"Implemented Registrar, DNSServiceProvider, and DomainCreator interfaces.",0.04767707020457095,0.14285714285714288,0.32964912956503467,0.06410256410256411,0.8474062085151672,0.0020634306129068136,0.0021016173996031284,0.9958349466323853,-3.818678669631481e-05
112,go,Fix for incomplete results from Azure DNS in fetchRecordSets,Update Azure DNS provider to use ListAllByDNSZone method.,0.09535414040914189,0.23529411764705882,0.21455429127959602,0.21067415730337075,0.8682906031608582,0.005841416772454977,0.005583420395851135,0.9885751605033875,0.0002579963766038418
115,go,fix: only run SRV null target test when supported,Update SRV w/ null target testgroup to use requires(providers.CanUseSRV),0.058166354211475146,0.3,0.35390197599788,0.2839506172839506,0.868973970413208,0.12003807723522186,0.03646310791373253,0.8434988856315613,0.08357496932148933
131,go,"HETZNER: fix retry of POST/PUT requests -- rebuild request body
Previously for any retry the request body was already consumed and
the server received an empty body.",Add for loop to request function,0.001496499372132158,0.12121212121212122,0.07505247603710631,0.040160642570281124,0.8181138038635254,0.0027803468983620405,0.03227652981877327,0.9649431705474854,-0.02949618292041123
151,go,"Show actual URL to use instead of just ""sandbox""
* Show actual URL to use instead of just ""sandbox""
Instead of stating ""sandbox"", sometimes incorrectly if sandbox is false, just output the actual URL that will be used.
* Replace Println with Printf",Update DNSMADEEASY provider initialization with new base URL.,0.0005279920079792398,0.04081632653061225,0.06379433857123169,0.012658227848101266,0.8220030069351196,0.059786468744277954,0.007626795209944248,0.932586669921875,0.052159673534333706
170,go,"Emit warning in case of label having multiple TTLs
An RRSet (=label) consisting of multiple records with different TTLs is
something not supported by most providers, and should be avoided.
Furthermore it is deprecated in rfc2181#section-5.2
Emit a warning for now during validation, eventually turning it into a full-blown error.
Fixes",Update TTL collection logic in validate.go.,0.00021706400376983435,0.032258064516129024,0.06328714685681014,0.02150537634408602,0.8416945934295654,0.003675672924146056,0.007155395578593016,0.9891690015792847,-0.0034797226544469595
221,go,VULTR: Adopt diff2 in compatibility mode and fix handling of some integrations tests,"Add support for IDNA conversion for CNAME, NS, and PTR records.",0.028398387225677894,0.08333333333333334,0.09571024240687191,0.03906250000000001,0.8378767371177673,0.002845066599547863,0.05163714662194252,0.9455177783966064,-0.04879208002239466
234,go,HOSTINGDE: Fix dnssec error resulting from non-go-conformant comparison of three values,Update DNSSEC options for domains with AutoDNSSec.,0.0,0.1,0.09984244457012553,0.04716981132075472,0.8331693410873413,0.05082883685827255,0.0617385096848011,0.8874326348304749,-0.01090967282652855
44,java,Add a few todos for implementing monitor lookup ownership on native method frames,Implemented monitor enter and exit for non-bytecode methods.,0.036353588668522965,0.09090909090909093,0.2982865553109696,0.20444444444444443,0.8736205697059631,0.016109034419059753,0.6757044196128845,0.3081866204738617,-0.6595953851938248
159,java,sulong : resolveRenamedSymbols should print ExternalLibrary on failure,Fix symbol resolution for external libraries in LLVM linker.,0.0,0.0,0.2769535694012259,0.0,0.843980073928833,0.005598051939159632,0.004619932733476162,0.9897819757461548,0.0009781192056834698
253,java,[ hotfix ] Remove unused method in TaskExecutorProcessUtils,Update TaskExecutorProcessUtils to generate default and total available resource profiles.,0.03747776736677921,0.125,0.45469354195160006,0.06097560975609756,0.8883799314498901,0.024593524634838104,0.1409410536289215,0.8344654440879822,-0.1163475289940834
269,java,Re - use local variable in replacement of unnecessary indirections,Update MediaCodecVideoRenderer to support nullable DrmInitData.,0.0,0.0,0.16125098432645635,0.0,0.8357923626899719,0.0163359846919775,0.044233378022909164,0.9394305944442749,-0.027897393330931664
407,java,1 . Update javadoc on subscribe ( ) blocking if observables are running on the same thread .,"""Fix concat operator to prevent unsubscribing from observables running on same thread""",0.06382370854949027,0.3846153846153846,0.4673122343009474,0.18139367816091956,0.8640456199645996,0.5347746014595032,0.08314767479896545,0.38207775354385376,0.4516269266605377
441,java,[ hotfix ] Remove Exception from ZooKeeperUtils # createLeaderRetrievalService,Refactor: Simplify ZooKeeperUtils.getZooKeeperEnsemble() method.,0.04196114906296548,0.1818181818181818,0.2700066773142412,0.0,0.8790163397789001,0.08662518858909607,0.344987154006958,0.5683876276016235,-0.25836196541786194
451,java,Profiler : clean up handling of null values .,Update profiler task data and write task.,0.04873498938813618,0.14285714285714285,0.1940495680828733,0.05681818181818182,0.8623454570770264,0.07240960001945496,0.05865548551082611,0.8689348697662354,0.013754114508628845
492,java,"Index Update Settings API does not update settings in real time , closes .",Refactor: Improve index metadata changed detection.,0.0260859600387516,0.1111111111111111,0.14762160350253622,0.03787878787878788,0.8429774045944214,0.00496261939406395,0.02527451142668724,0.9697628617286682,-0.02031189203262329
550,java,Update depot version of ResourceUsageAnalyzer . java from the public Gradle source . This version includes :,Update resource usage analyzer to support new resource types.,0.024779853471705346,0.08695652173913043,0.26809927846240617,0.0308641975308642,0.8592424988746643,0.0014635850675404072,0.00047944937250576913,0.998056948184967,0.000984135695034638
731,java,Refactory of method name to match convention used elsewhere,Update HystrixCommandProperties: add metricsRollingPercentileWindowInMilliseconds property.,0.0,0.0,0.17585027609449969,0.0,0.8122987151145935,0.010585829615592957,0.1842348724603653,0.805179238319397,-0.17364904284477234
77,js,"Revert "" failing test ; $ pull from array obj literals """,Update model to support arrays of mixed types.,0.0,0.0,0.14670751776851448,0.043103448275862065,0.8283570408821106,0.14881230890750885,0.04031618684530258,0.8108715415000916,0.10849612206220627
121,js,"Open to correct line on Webstorm , IntelliJ and AppCode",Update launchEditor.js with new function getArgumentsForLineNumber.,0.0,0.0,0.16733683931202775,0.0,0.8365674018859863,0.0018292361637577415,0.0007632062188349664,0.9974074959754944,0.001066029944922775
305,js,"Add creation validation configuration , e . g . in order to check whether the user is authorized to create the room type",Add `canBeCreated` and `canBeDeleted` methods to `RoomTypeConfig` class.,0.020289699885655786,0.14285714285714288,0.15626352404661453,0.046511627906976744,0.8305352330207825,0.0011072885245084763,0.017493953928351402,0.9813987612724304,-0.016386665403842926
432,js,Ensure there ' s at least two set for minChunks,Update webpack config to improve performance.,0.0,0.0,0.12729310547131115,0.0,0.848563551902771,0.058427151292562485,0.000682991580106318,0.940889835357666,0.05774415971245617
502,js,Fold on selection - dont expand in the demo . Otherwise it ' s hard to test nested folding,Add fold detection and expansion logic.,0.0118271569172795,0.09090909090909091,0.19236781311476092,0.02824858757062147,0.8607321977615356,0.042017653584480286,0.0065646907314658165,0.9514176845550537,0.03545296285301447
613,js,Expose original function being bound to route in router : bind event,Update router bind function to support multiple verbs.,0.04831252436962163,0.2105263157894737,0.28880846713861646,0.17241379310344826,0.8839132189750671,0.013135632500052452,0.11608979105949402,0.8707746267318726,-0.10295415855944157
815,js,Allow event functions to be defined as functions AND strings .,Refactor emitEvent to use options[type] if it's a string.,0.03673526562988939,0.09523809523809525,0.23162946421479713,0.09259259259259259,0.8614410758018494,0.1368848830461502,0.011236748658120632,0.8518783450126648,0.12564813438802958
871,js,Added C + + 11 tokens to highlighting rules,Update C++ highlight rules for Ace editor.,0.16784459625186193,0.2857142857142857,0.3565688243170974,0.21306818181818182,0.8605380058288574,0.05588584020733833,0.38833048939704895,0.5557836890220642,-0.3324446491897106
951,js,Cleanup wrapper resets and add assert for returning function ` object ` values .,"""Refactor lodash.mixin to use a function wrapper""",0.037550011571774476,0.10526315789473685,0.24143049775783892,0.03759398496240601,0.8406569957733154,0.17184299230575562,0.1215495765209198,0.7066074013710022,0.050293415784835815
1923,js,"throw Error for errors , and warn in browser and shell","""Update PDF parser to handle new syntax""",0.0,0.0,0.11615398922934571,0.0,0.8434730768203735,0.03284613415598869,0.26717135310173035,0.6999824643135071,-0.23432521894574165
31,php,ResponseBuilder : creates a valid response with feed's content,Add HTTP headers for response format and cache control.,0.04196114906296548,0.1111111111111111,0.21747306456529386,0.05555555555555555,0.8574105501174927,0.0012476530391722918,0.0010747367050498724,0.9976776242256165,0.00017291633412241936
47,php,set 'content:encoded' as an alias of 'description'. Fix,Update Rss standard to include content:encoded in description.,0.04456882760699064,0.3333333333333333,0.4963774109509052,0.0,0.8928372859954834,0.021151386201381683,0.0005987879121676087,0.9782498478889465,0.020552598289214075
138,php,"use Serializable interface
avoid ""Exception: Serialization of 'ReflectionParameter' is not allowed""",Add serialization support to InjectionPoint.,0.0,0.12500000000000003,0.2259942273241083,0.04807692307692308,0.86583411693573,0.029579415917396545,0.03495737537741661,0.9354631900787354,-0.005377959460020065
204,php,Ensure modified download offer is used when performing update,Update bulk upgrade method to use download offer present in each item.,0.06178110636313396,0.1904761904761905,0.36425191462150275,0.33938172043010756,0.8850249648094177,0.006892744917422533,0.007239631377160549,0.9858676791191101,-0.00034688645973801613
218,php,Convert plugin command and subcommand help summaries (and other method DocBlock summaries) to use third-person singular verbs.,Update plugin command messages,0.005851325583910783,0.1818181818181818,0.14563377322712892,0.11942675159235669,0.8773674368858337,0.2918607294559479,0.028353461995720863,0.6797858476638794,0.263507267460227
219,php,Convert theme command and subcommand help summaries (and other method DocBlock summaries) to use third-person singular verbs.,Update theme command messages.,0.011771425536443692,0.1818181818181818,0.14309201904363006,0.11942675159235669,0.8903250098228455,0.768439769744873,0.018301624804735184,0.21325860917568207,0.7501381449401379
224,php,"Limit addition of URL property when item is a class
See",Add `url` property to plugin or theme objects in `CommandWithUpgrade` class.,0.02908317710573758,0.2727272727272727,0.26752183825107284,0.045454545454545456,0.8591461181640625,0.008656119927763939,0.4060463309288025,0.5852975249290466,-0.39739021100103855
228,php,Handle extension activation for WP error or on not found,Update upgrade logic to check for WP_Error and non-empty fetcher result.,0.0567967744513558,0.2608695652173913,0.20625521154621132,0.049504950495049514,0.8598461747169495,0.10167139768600464,0.0032895600888878107,0.8950390219688416,0.09838183759711683
233,php,Display warning in theme list info if theme version is higher than expected,Update theme list with version and update information.,0.06766165252145301,0.2857142857142857,0.2830118295200768,0.12,0.8839061856269836,0.3162040412425995,0.015749478712677956,0.6680465340614319,0.30045456252992153
244,php,Workaround to equalize folder naming conventions across Win/Mac/Linux for WPCLI Themes,Workaround to equalize folder naming conventions across Win/Mac/Linux.,0.7820963401693352,0.8695652173913044,0.8391197353238894,0.6532519549876025,0.9644266963005066,0.9622381329536438,0.0036583056207746267,0.03410365432500839,0.9585798273328692
100,py,Use IPython . external for pexpect import .,Update import statements to use local copy of pexpect.,0.05522397783539471,0.26666666666666666,0.3050418720942936,0.1234567901234568,0.8781629204750061,0.013699370436370373,0.8783217668533325,0.10797882080078125,-0.8646223964169621
103,py,Simpler code for Semaphore . acquire ( ) as a context manager .,Improve Semaphore.acquire() to support coroutines.,0.30457527453468214,0.26666666666666666,0.41339469167716447,0.0,0.8866189122200012,0.06927385926246643,0.009517633356153965,0.9212085604667664,0.059756225906312466
105,py,Try harder to provoke the exception since the ia64 buildbot still,Fix IOError when writing to file.,0.03708659055657029,0.11764705882352942,0.08442072199447616,0.04761904761904762,0.8402033448219299,0.01181907206773758,0.20219379663467407,0.785987138748169,-0.1903747245669365
125,py,populate_db : Add random names for large user batches .,Add extra users to populate_db.py for testing.,0.14991106946711685,0.3333333333333333,0.3315762328962911,0.15463917525773196,0.8870799541473389,0.009808838367462158,0.0005020369426347315,0.9896891117095947,0.009306801424827427
219,py,Conditionally create the CustomHTTPSConnection class only if we have the required baseclasses .,"""Refactor HTTPS connection and handler for custom HTTPS support""",0.0,0.0,0.25458340055546735,0.0,0.8560221791267395,0.14198468625545502,0.009801100939512253,0.8482142090797424,0.13218358531594276
268,py,Do not count unmatched videos for - - max - downloads ( Fixes ),Refactor: Improve download count increment and max downloads check.,0.037550011571774476,0.3333333333333333,0.2839700699082607,0.11111111111111112,0.8510169386863708,0.24176090955734253,0.002336417092010379,0.7559026479721069,0.23942449246533215
286,py,Script to create . app bundles . Largely untested .,"""Add support for Cocoa program with main nib file""",0.0,0.0,0.11149825783972124,0.0,0.8311164975166321,0.03615869581699371,0.20259226858615875,0.7612490057945251,-0.16643357276916504
372,py,Test method test_grid_search_incorrect_param_grid has been renamed to test_grid_search_param_grid_includes_sequence_of_a_zero_length .,Update test_grid_search_incorrect_param_grid to test_grid_search_param_grid_includes_sequence_of_a_zero_length,0.7950901644265714,0.8571428571428571,0.8155845163260773,0.3006535947712418,0.9580110907554626,0.9777542352676392,9.891569789033383e-05,0.02214678004384041,0.9776553195697488
633,py,"Added directory checking for documentation builds , and corrected for Windows pathing",Update example generation logic to handle new directory structure.,0.03435488317233919,0.09999999999999999,0.22742385289960498,0.042735042735042736,0.861106276512146,0.2089671939611435,0.016513723880052567,0.7745190858840942,0.19245347008109093
647,py,Added support for multiple SAJ solar inverters ( ),Update SAJ sensor component to support inverter name.,0.05669791110976001,0.13333333333333333,0.3562313412336946,0.16853932584269662,0.904640793800354,0.013372469693422318,0.0040142168290913105,0.9826132655143738,0.009358252864331007
9,rust,Support self-signed values and improve fingerprint support in TLS module,"""Update Signature and TlsCert implementations""",0.042781792646066956,0.12500000000000003,0.13982800931276557,0.052631578947368425,0.8733543753623962,0.4642861485481262,0.03118767961859703,0.5045261383056641,0.4330984689295292
23,rust,Bring `Display` impl for `reactor::validator::Event` in line with convention,Update event formatting in validator.rs,0.014064939156282435,0.23529411764705885,0.21372206412238312,0.05813953488372093,0.870610773563385,0.2468101680278778,0.004756109323352575,0.7484337091445923,0.24205405870452523
24,rust,NO-TICKET: update logging config to handle outputting spans,"Improve tracing subscriber formatting by adding dimmed style for date/time and log level, and enabling span information output.",0.0,0.0,0.28352169769810426,0.11111111111111112,0.8526694178581238,0.045997254550457,0.0010518894996494055,0.9529508352279663,0.044945365050807595
38,rust,Add a minimal testing implementation for a small_network reactor,Add test for SmallNetwork component.,0.041949309054502545,0.26666666666666666,0.2260311910702462,0.17441860465116277,0.9033450484275818,0.9848272800445557,0.001925216638483107,0.013247503899037838,0.9829020634060726
63,rust,"Implement single step of test execution.
Adds a couple more basic structs that turned out to be needed while implementing the `crank` method.","""Added Target enum and struct for message recipients""",0.0,0.0,0.13031384030214532,0.023255813953488372,0.8605795502662659,0.0009864071616902947,0.0005342759541235864,0.9984793066978455,0.0004521312075667083
70,rust,Make node creation functions return node id as well as a reference for convenience,Update `add_node` to return a tuple of `NodeId` and `&mut reactor::Runner<TestReactor>`,0.019011755113058346,0.21428571428571427,0.18621369799502008,0.072992700729927,0.8395868539810181,0.007551746908575296,0.0003083556657657027,0.9921398758888245,0.007243391242809594
75,rust,Store a `server_span` for the server background task,Update TLS keys and server span for SmallNetwork component.,0.045213568961134494,0.3333333333333333,0.21706735028992497,0.1234567901234568,0.8856209516525269,0.010017678141593933,0.06473900377750397,0.9252432584762573,-0.054721325635910034
102,rust,Panic instead of using anyhow for duplicate IDs in test `Network`,Add node with config: fix duplicate node ID insertion,0.031085583786586424,0.09999999999999999,0.23826746754642472,0.09259259259259259,0.8591573238372803,0.020948031917214394,0.4066518247127533,0.5724001526832581,-0.3857037927955389
118,rust,"Provide a better description of ""Requests"" in `effects` docs.",Update Requests comments and add Responder field.,0.031021609279760064,0.125,0.21079866252772217,0.0,0.8639628291130066,0.021593399345874786,0.0017279002349823713,0.9766786694526672,0.019865499110892415
127,rust,Return an HTTP 500 error if metrics collection failed,Update `api_server.rs` to use `Cow` and `StatusCode` for better error handling.,0.017272237992167868,0.09090909090909093,0.13883893588671833,0.05434782608695651,0.8414642810821533,0.004302609711885452,0.0005299307522363961,0.9951674938201904,0.003772678959649056
