diff_id,language,anchor,synonym,antonym,gold_word_count,bleu_syn,bleu_ant,bleu_delta,rougeL_syn,rougeL_ant,rougeL_delta,chrf_syn,chrf_ant,chrf_delta,meteor_syn,meteor_ant,meteor_delta
4103,cpp,adds,inserts,removes,7,0.6434588841607617,0.6434588841607617,0.0,0.8000000000000002,0.8000000000000002,0.0,0.7849089467370348,0.7849089467370348,0.0,0.8412698412698414,0.8412698412698414,0.0
4442,cpp,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9294716141278502,0.9294716141278502,0.0,0.8551587301587302,0.8551587301587302,0.0
4496,cpp,added,inserted,removed,13,0.9121679090703875,0.9121679090703875,0.0,0.9,0.9,0.0,0.9280606464756302,0.9317840292541529,-0.003723382778522688,0.9228098290598291,0.9228098290598291,0.0
4496,cpp,allow,permit,forbid,13,0.791066507175436,0.791066507175436,0.0,0.9,0.9,0.0,0.843703958053269,0.8468968065321107,-0.0031928484788417144,0.9997724169321802,0.920940170940171,0.07883224599200922
5010,cpp,remove,delete,insert,8,0.5000000000000001,0.5000000000000001,0.0,0.8000000000000002,0.8000000000000002,0.0,0.7552211792965409,0.7223309338819628,0.03289024541457808,0.864795918367347,0.864795918367347,0.0
5208,cpp,include,contain,exclude,7,0.8931539818068699,0.8931539818068699,0.0,0.875,0.875,0.0,0.8587587302882916,0.9587116446948807,-0.09995291440658904,0.8551587301587302,0.8551587301587302,0.0
5697,cpp,add,insert,remove,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9182455882133006,0.9182455882133006,0.0,0.8993827160493828,0.8993827160493828,0.0
5709,cpp,remove,delete,insert,7,0.8091067115702206,0.8091067115702206,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8739384874654451,0.8479131768284528,0.026025310636992316,0.8551587301587302,0.8551587301587302,0.0
5709,cpp,includes,contains,excludes,7,0.4889230224349009,0.4889230224349009,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7671468780422566,0.8809116426093319,-0.1137647645670753,0.8412698412698414,0.8412698412698414,0.0
5971,cpp,added,inserted,removed,9,0.9121679090703875,0.9121679090703875,0.0,0.9090909090909091,0.9090909090909091,0.0,0.93460178891258,0.9380093749330477,-0.0034075860204677566,0.8880208333333333,0.8880208333333333,0.0
6312,cpp,disable,block,enable,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7437999633566542,0.8842008357509669,-0.14040087239431265,0.8300000000000002,0.8300000000000002,0.0
6449,cpp,add,insert,remove,6,0.9193227152249183,0.9193227152249183,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9122583624894098,0.9122583624894098,0.0,0.8300000000000002,0.8300000000000002,0.0
6547,cpp,add,insert,remove,10,0.8801117367933934,0.8801117367933934,0.0,0.875,0.875,0.0,0.9333905793134109,0.9333905793134109,0.0,0.8993827160493828,0.8993827160493828,0.0
7572,cpp,adding,inserting,removing,14,0.8091067115702206,0.8091067115702206,0.0,0.9230769230769231,0.9230769230769231,0.0,0.8862332063102731,0.8901830114791003,-0.003949805168827147,0.9268808114961962,0.9268808114961962,0.0
7590,cpp,adding,inserting,removing,11,0.8070557274927979,0.8070557274927979,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8575126235604759,0.853745139192429,0.0037674843680468584,0.9054545454545455,0.9054545454545455,0.0
8146,cpp,allow,permit,forbid,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8860552443351354,0.8895130597303291,-0.003457815395193742,0.9995,0.8993827160493828,0.10011728395061725
8313,cpp,start,begin,stop,23,0.8787419089273847,0.8787419089273847,0.0,0.9523809523809523,0.9523809523809523,0.0,0.9243061420926151,0.9463146487596723,-0.022008506667057226,0.999958905235473,0.9561624146604384,0.04379649057503465
8542,cpp,removed,deleted,inserted,7,0.4889230224349009,0.4889230224349009,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8293974284831026,0.8292125640389088,0.00018486444419385517,0.8412698412698414,0.8412698412698414,0.0
8543,cpp,add,insert,remove,13,0.791066507175436,0.791066507175436,0.0,0.9,0.9,0.0,0.9025239128322934,0.9025239128322934,0.0,0.920940170940171,0.920940170940171,0.0
8543,cpp,remove,delete,insert,13,0.8423626743789753,0.8423626743789753,0.0,0.9,0.9,0.0,0.8817267531687811,0.868278893598665,0.013447859570116183,0.920940170940171,0.920940170940171,0.0
8735,cpp,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.875,0.875,0.0,0.9308282416881526,0.9308282416881526,0.0,0.8880208333333333,0.8880208333333333,0.0
8875,cpp,allow,permit,forbid,13,0.791066507175436,0.791066507175436,0.0,0.875,0.875,0.0,0.7986909320191148,0.8027362409709506,-0.004045308951835858,0.9997724169321802,0.920940170940171,0.07883224599200922
9568,cpp,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9000550936954855,0.9000550936954855,0.0,0.8880208333333333,0.8880208333333333,0.0
10309,cpp,remove,delete,insert,9,0.9253911813809742,0.9253911813809742,0.0,0.9166666666666666,0.9166666666666666,0.0,0.927177842565041,0.9145457782278078,0.012632064337233184,0.8880208333333333,0.8880208333333333,0.0
10309,cpp,allow,permit,forbid,9,0.8003203203845001,0.8003203203845001,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8838256330907083,0.8862341110433861,-0.0024084779526778455,0.9993141289437586,0.8819444444444444,0.11736968449931418
10504,cpp,allow,permit,forbid,14,0.7825422900366438,0.7825422900366438,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8631655060122353,0.8659808215706417,-0.002815315558406417,0.9998177842565598,0.9268808114961962,0.0729369727603636
11034,cpp,add,insert,remove,9,0.6104735835807847,0.6104735835807847,0.0,0.75,0.75,0.0,0.791750475411671,0.791750475411671,0.0,0.7687074829931974,0.7687074829931974,0.0
11174,cpp,started,began,stopped,13,0.9121679090703875,0.9121679090703875,0.0,0.9,0.9,0.0,0.9019678092258574,0.9299265837354125,-0.027958774509555084,0.9997724169321802,0.9228098290598291,0.07696258787235111
11339,cpp,add,insert,remove,5,0.6687403049764218,0.6687403049764218,0.0,0.8000000000000002,0.8000000000000002,0.0,0.9143493737971391,0.9143493737971391,0.0,0.7937500000000002,0.7937500000000002,0.0
12096,cpp,remove,delete,insert,13,0.9121679090703875,0.9121679090703875,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9493279065356987,0.9388533517884166,0.010474554747282094,0.9228098290598291,0.9228098290598291,0.0
12097,cpp,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8666338761469643,0.8666338761469643,0.0,0.8300000000000002,0.8300000000000002,0.0
12116,cpp,remove,delete,insert,7,0.4889230224349009,0.4889230224349009,0.0,0.8000000000000002,0.8000000000000002,0.0,0.7278866620820643,0.6913818365542502,0.03650482552781409,0.8412698412698414,0.8412698412698414,0.0
12116,cpp,include,contain,exclude,7,0.4889230224349009,0.4889230224349009,0.0,0.8000000000000002,0.8000000000000002,0.0,0.6784019152409955,0.831845583109951,-0.15344366786895558,0.8412698412698414,0.8412698412698414,0.0
12213,cpp,add,insert,remove,8,0.5000000000000001,0.5000000000000001,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8417784634561937,0.8417784634561937,0.0,0.864795918367347,0.864795918367347,0.0
12345,cpp,add,insert,remove,11,0.7016879391277372,0.7016879391277372,0.0,0.875,0.875,0.0,0.8690006160043611,0.8690006160043611,0.0,0.9054545454545455,0.9054545454545455,0.0
12518,cpp,disable,block,enable,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8390249886770583,0.9303960951797788,-0.09137110650272051,0.8880208333333333,0.8880208333333333,0.0
13200,cpp,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8614814081743934,0.8614814081743934,0.0,0.8300000000000002,0.8300000000000002,0.0
13296,cpp,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8800157917018067,0.8800157917018067,0.0,0.8880208333333333,0.8880208333333333,0.0
13516,cpp,show,display,hide,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8647653787237176,0.8802852894171679,-0.015519910693450267,0.9990234375,0.8737244897959183,0.12529894770408168
14126,cpp,adds,inserts,removes,22,0.8725129388059694,0.8725129388059694,0.0,0.9473684210526315,0.9473684210526315,0.0,0.9381306228277644,0.9381306228277644,0.0,0.9541331684188827,0.9541331684188827,0.0
14436,cpp,added,inserted,removed,9,0.8633400213704508,0.8633400213704508,0.0,0.75,0.75,0.0,0.8361350589131245,0.8438013070583643,-0.007666248145239862,0.8880208333333333,0.8880208333333333,0.0
14515,cpp,remove,delete,insert,11,0.8931539818068699,0.8931539818068699,0.0,0.9,0.9,0.0,0.9171892040633245,0.9000805967885577,0.01710860727476682,0.9086363636363638,0.9086363636363638,0.0
14946,cpp,add,insert,remove,8,0.5000000000000001,0.5000000000000001,0.0,0.8333333333333334,0.8333333333333334,0.0,0.833104730407462,0.833104730407462,0.0,0.864795918367347,0.864795918367347,0.0
15525,cpp,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9200635408501847,0.9200635408501847,0.0,0.8737244897959183,0.8737244897959183,0.0
15899,cpp,create,build,destroy,18,0.8394327083733333,0.8394327083733333,0.0,0.9,0.9,0.0,0.863717887474178,0.8659079799461918,-0.0021900924720138493,0.943675509419454,0.943675509419454,0.0
16836,cpp,added,inserted,removed,21,0.865603055254171,0.865603055254171,0.0,0.9375,0.9375,0.0,0.9303585013531953,0.9324752049263464,-0.0021167035731510797,0.9519047619047619,0.9519047619047619,0.0
17076,cpp,adds,inserts,removes,10,0.6580370064762461,0.6580370064762461,0.0,0.875,0.875,0.0,0.8181468832796877,0.8181468832796877,0.0,0.8950617283950617,0.8950617283950617,0.0
17174,cpp,added,inserted,removed,11,0.8931539818068699,0.8931539818068699,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9419853429751883,0.9450309496522159,-0.003045606677027579,0.9086363636363638,0.9086363636363638,0.0
17525,cpp,show,display,hide,12,0.7348889200874659,0.7348889200874659,0.0,0.9,0.9,0.0,0.8542354018466629,0.865018328330407,-0.010782926483744126,0.9997106481481481,0.9139118457300276,0.08579880241812055
17954,cpp,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9077537242084869,0.9077537242084869,0.0,0.8551587301587302,0.8551587301587302,0.0
18064,cpp,removing,deleting,inserting,8,0.7071067811865478,0.7071067811865478,0.0,0.875,0.875,0.0,0.79614487416345,0.800427656200064,-0.004282782036613919,0.864795918367347,0.864795918367347,0.0
18200,cpp,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.8971944721340076,0.8971944721340076,0.0,0.8737244897959183,0.8737244897959183,0.0
18904,cpp,removing,deleting,inserting,12,0.7348889200874659,0.7348889200874659,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8921679737011242,0.8919121740866864,0.00025579961443777943,0.9139118457300276,0.9139118457300276,0.0
19017,cpp,remove,delete,insert,14,0.8153551038173119,0.8153551038173119,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8888987366292738,0.8762666722920401,0.012632064337233628,0.9268808114961962,0.9268808114961962,0.0
20346,cpp,added,inserted,removed,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8534978487937415,0.8583926223452426,-0.0048947735515011415,0.8737244897959183,0.8737244897959183,0.0
20349,cpp,increase,raise,decrease,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.849359052488603,0.9435310607137234,-0.0941720082251204,0.8551587301587302,0.8551587301587302,0.0
20800,cpp,remove,delete,insert,6,0.3799178428257963,0.3799178428257963,0.0,0.75,0.75,0.0,0.6936499142296243,0.6526335728147322,0.04101634141489208,0.8066666666666668,0.8066666666666668,0.0
20812,cpp,created,built,destroyed,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8210824834412498,0.8660351137279821,-0.044952630286732354,0.8300000000000002,0.8300000000000002,0.0
20958,cpp,create,build,destroy,8,0.5946035575013604,0.5946035575013604,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7019745161304346,0.7082473667650874,-0.006272850634652771,0.864795918367347,0.864795918367347,0.0
21282,cpp,allow,permit,forbid,9,0.8633400213704508,0.8633400213704508,0.0,0.8571428571428571,0.8571428571428571,0.0,0.830092325789114,0.8351124111362712,-0.005020085347157255,0.9993141289437586,0.8880208333333333,0.11129329561042534
21431,cpp,remove,delete,insert,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.900047085593411,0.8794029079408516,0.020644177652559326,0.8737244897959183,0.8737244897959183,0.0
21556,cpp,show,display,hide,13,0.7611606003349888,0.7611606003349888,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8874046077947904,0.8960593204185314,-0.008654712623741068,0.9997724169321802,0.920940170940171,0.07883224599200922
21571,cpp,remove,delete,insert,6,0.3799178428257963,0.3799178428257963,0.0,0.75,0.75,0.0,0.7059845428323689,0.6725439589932343,0.03344058383913462,0.8066666666666668,0.8066666666666668,0.0
21832,cpp,allow,permit,forbid,18,0.8394327083733333,0.8394327083733333,0.0,0.9375,0.9375,0.0,0.8990628481633487,0.9011672253237805,-0.0021043771604317696,0.9999142661179699,0.943675509419454,0.05623875669851586
22303,cpp,add,insert,remove,21,0.9573479717381593,0.9573479717381593,0.0,0.9545454545454546,0.9545454545454546,0.0,0.9629133891959595,0.9629133891959595,0.0,0.9523214285714285,0.9523214285714285,0.0
22666,cpp,disable,block,enable,11,0.7016879391277372,0.7016879391277372,0.0,0.9,0.9,0.0,0.8332860242931927,0.8974850837350352,-0.06419905944184257,0.9054545454545455,0.9054545454545455,0.0
22746,cpp,add,insert,remove,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9143493737971391,0.9143493737971391,0.0,0.8993827160493828,0.8993827160493828,0.0
22746,cpp,open,unlock,close,10,0.6580370064762461,0.6580370064762461,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8408896903836743,0.8449176600306875,-0.00402796964701313,0.8950617283950617,0.8950617283950617,0.0
23048,cpp,allow,permit,forbid,17,0.8482198619370465,0.8482198619370465,0.0,0.9411764705882353,0.9411764705882353,0.0,0.8977214681066306,0.8998527554639192,-0.002131287357288625,0.999898229187869,0.9402573529411764,0.059640876246692565
24219,cpp,show,display,hide,20,0.8578928092681432,0.8578928092681432,0.0,0.9333333333333333,0.9333333333333333,0.0,0.8980619424228508,0.9058138218540145,-0.007751879431163733,0.9999375,0.9494459833795015,0.050491516620498555
24483,cpp,added,inserted,removed,8,0.5000000000000001,0.5000000000000001,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9025239128322934,0.9053930437302091,-0.0028691308979157393,0.864795918367347,0.864795918367347,0.0
24989,cpp,includes,contains,excludes,16,0.8153551038173119,0.8153551038173119,0.0,0.9333333333333333,0.9333333333333333,0.0,0.8867060375688882,0.9421743042333945,-0.05546826666450633,0.9363888888888889,0.9363888888888889,0.0
25202,cpp,added,inserted,removed,12,0.7348889200874659,0.7348889200874659,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8717578926589465,0.8753960905223959,-0.0036381978634493217,0.9139118457300276,0.9139118457300276,0.0
25263,cpp,increase,raise,decrease,9,0.6606328636027612,0.6606328636027612,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8290319548339969,0.8972504357155736,-0.06821848088157667,0.8819444444444444,0.8819444444444444,0.0
25366,cpp,added,inserted,removed,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8758649033983275,0.8819418979447206,-0.0060769945463931,0.8737244897959183,0.8737244897959183,0.0
25527,cpp,increased,raised,decreased,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.834242346643899,0.9342195091708442,-0.09997716252694522,0.8300000000000002,0.8300000000000002,0.0
26005,cpp,opening,unlocking,closing,8,0.5000000000000001,0.5000000000000001,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8189170777546935,0.8236023430295876,-0.0046852652748941015,0.864795918367347,0.864795918367347,0.0
26407,cpp,add,insert,remove,28,0.9025139799587889,0.9025139799587889,0.0,0.9583333333333334,0.9583333333333334,0.0,0.9270247728071921,0.9270247728071921,0.0,0.9640897511267882,0.9640897511267882,0.0
26407,cpp,disable,block,enable,28,0.9025139799587889,0.9025139799587889,0.0,0.9583333333333334,0.9583333333333334,0.0,0.8958885970240871,0.9359271530286619,-0.04003855600457484,0.9640897511267882,0.9640897511267882,0.0
26479,cpp,show,display,hide,11,0.8931539818068699,0.8931539818068699,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9233992969408004,0.9327176446336516,-0.009318347692851225,0.9996243425995492,0.9086363636363638,0.09098797896318545
26977,cpp,allow,permit,forbid,13,0.791066507175436,0.791066507175436,0.0,0.9166666666666666,0.9166666666666666,0.0,0.855452354374703,0.8584179537416687,-0.002965599366965721,0.9997724169321802,0.920940170940171,0.07883224599200922
27525,cpp,adding,inserting,removing,11,0.8931539818068699,0.8931539818068699,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9463141303397119,0.9491448073675999,-0.0028306770278879734,0.9086363636363638,0.9086363636363638,0.0
27671,cpp,adding,inserting,removing,18,0.9391044157537529,0.9391044157537529,0.0,0.9,0.9,0.0,0.9471034616694162,0.9498947318450972,-0.0027912701756810376,0.9443483275663207,0.9443483275663207,0.0
27872,cpp,added,inserted,removed,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9294716141278502,0.9331272663238075,-0.003655652195957315,0.8993827160493828,0.8993827160493828,0.0
28246,cpp,remove,delete,insert,8,0.5946035575013604,0.5946035575013604,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7903037702573308,0.7620693006141921,0.028234469643138693,0.864795918367347,0.864795918367347,0.0
28525,cpp,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8614814081743934,0.8614814081743934,0.0,0.8300000000000002,0.8300000000000002,0.0
28635,cpp,disabled,blocked,enabled,6,0.3799178428257963,0.3799178428257963,0.0,0.75,0.75,0.0,0.6401167613782008,0.7549996251048072,-0.11488286372660639,0.8066666666666668,0.8066666666666668,0.0
28981,cpp,disable,block,enable,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8536920793991485,0.9367005193811447,-0.08300843998199625,0.8737244897959183,0.8737244897959183,0.0
29129,cpp,adding,inserting,removing,8,0.5000000000000001,0.5000000000000001,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8532185674044939,0.8572883020695085,-0.0040697346650145905,0.864795918367347,0.864795918367347,0.0
29182,cpp,remove,delete,insert,7,0.4889230224349009,0.4889230224349009,0.0,0.75,0.75,0.0,0.8533136636367175,0.8366336454756067,0.016680018161110755,0.8412698412698414,0.8412698412698414,0.0
29517,cpp,added,inserted,removed,7,0.4889230224349009,0.4889230224349009,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8284004556432074,0.8330101343630196,-0.004609678719812216,0.8412698412698414,0.8412698412698414,0.0
29670,cpp,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8666338761469643,0.8666338761469643,0.0,0.8300000000000002,0.8300000000000002,0.0
29745,cpp,add,insert,remove,14,0.8578928092681432,0.8578928092681432,0.0,0.9285714285714286,0.9285714285714286,0.0,0.9069857782887594,0.9069857782887594,0.0,0.9268808114961962,0.9268808114961962,0.0
29776,cpp,show,display,hide,17,0.9351334836242394,0.9351334836242394,0.0,0.9285714285714286,0.9285714285714286,0.0,0.9248066699330022,0.9342978113380913,-0.00949114140508911,0.999898229187869,0.9410615808823529,0.05883664830551605
30426,cpp,allow,permit,forbid,12,0.7691605673134587,0.7691605673134587,0.0,0.9,0.9,0.0,0.8498077877162507,0.8528828188458335,-0.0030750311295828503,0.9997106481481481,0.9139118457300276,0.08579880241812055
30778,cpp,added,inserted,removed,10,0.6580370064762461,0.6580370064762461,0.0,0.875,0.875,0.0,0.9341203472313492,0.9361312477601177,-0.002010900528768511,0.8950617283950617,0.8950617283950617,0.0
31182,cpp,add,insert,remove,13,0.7611606003349888,0.7611606003349888,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8839675386284443,0.8839675386284443,0.0,0.920940170940171,0.920940170940171,0.0
31840,cpp,added,inserted,removed,7,0.8633400213704508,0.8633400213704508,0.0,0.8571428571428571,0.8571428571428571,0.0,0.905323034276437,0.9101082413093166,-0.004785207032879546,0.8551587301587302,0.8551587301587302,0.0
32361,cpp,add,insert,remove,12,0.9391044157537529,0.9391044157537529,0.0,0.9,0.9,0.0,0.9308282416881526,0.9308282416881526,0.0,0.9163223140495868,0.9163223140495868,0.0
32780,cpp,enable,permit,disable,8,0.5000000000000001,0.5000000000000001,0.0,0.875,0.875,0.0,0.7749466282361019,0.8730155676821121,-0.09806893944601014,0.864795918367347,0.864795918367347,0.0
32882,cpp,show,display,hide,14,0.855526185871245,0.855526185871245,0.0,0.9230769230769231,0.9230769230769231,0.0,0.904478088627797,0.911961824079806,-0.007483735452008977,0.9998177842565598,0.9268808114961962,0.0729369727603636
33018,cpp,added,inserted,removed,6,0.537284965911771,0.537284965911771,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7609681445118004,0.7668248045091882,-0.005856659997387825,0.8066666666666668,0.8066666666666668,0.0
33295,cpp,opened,unlocked,closed,12,0.7348889200874659,0.7348889200874659,0.0,0.9,0.9,0.0,0.8694016322081431,0.8731383358858783,-0.0037367036777351537,0.9139118457300276,0.9139118457300276,0.0
33995,cpp,add,insert,remove,17,0.9351334836242394,0.9351334836242394,0.0,0.9,0.9,0.0,0.905323034276437,0.905323034276437,0.0,0.9410615808823529,0.9410615808823529,0.0
34036,cpp,allow,permit,forbid,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8653706958187185,0.8694160049077779,-0.0040453090890594234,0.9995,0.8993827160493828,0.10011728395061725
34036,cpp,open,unlock,close,10,0.6580370064762461,0.6580370064762461,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8283973339560677,0.8326718405023281,-0.0042745065462603815,0.8950617283950617,0.8950617283950617,0.0
34070,cpp,add,insert,remove,13,0.7611606003349888,0.7611606003349888,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8921785452905246,0.8921785452905246,0.0,0.920940170940171,0.920940170940171,0.0
34438,cpp,added,inserted,removed,24,0.9554427922043663,0.9554427922043663,0.0,0.9444444444444444,0.9444444444444444,0.0,0.973927956783415,0.9753406749150366,-0.001412718131621582,0.9582939508506617,0.9582939508506617,0.0
34510,cpp,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8971944721340076,0.8971944721340076,0.0,0.8880208333333333,0.8880208333333333,0.0
34804,cpp,remove,delete,insert,7,0.4111336169005198,0.4111336169005198,0.0,0.75,0.75,0.0,0.8016688029845924,0.7792201325096063,0.02244867047498611,0.8412698412698414,0.8412698412698414,0.0
35088,cpp,adds,inserts,removes,21,0.9485438370694514,0.9485438370694514,0.0,0.9444444444444444,0.9444444444444444,0.0,0.9669946889193471,0.9669946889193471,0.0,0.9523214285714285,0.9523214285714285,0.0
35191,cpp,add,insert,remove,5,0.6687403049764218,0.6687403049764218,0.0,0.8000000000000002,0.8000000000000002,0.0,0.8909507813316483,0.8909507813316483,0.0,0.7937500000000002,0.7937500000000002,0.0
35254,cpp,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.875,0.875,0.0,0.9163428914177503,0.9163428914177503,0.0,0.8880208333333333,0.8880208333333333,0.0
35623,cpp,creating,building,destroying,12,0.7348889200874659,0.7348889200874659,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8973636367004616,0.8990516309151715,-0.001687994214709887,0.9139118457300276,0.9139118457300276,0.0
35838,cpp,increase,raise,decrease,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8284213660417721,0.9319748402595084,-0.10355347421773631,0.8551587301587302,0.8551587301587302,0.0
36179,cpp,enable,permit,disable,16,0.8153551038173119,0.8153551038173119,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8539375664956274,0.9175953697056776,-0.06365780321005021,0.9363888888888889,0.9363888888888889,0.0
36293,cpp,allow,permit,forbid,7,0.9121679090703875,0.9121679090703875,0.0,0.9,0.9,0.0,0.9065548637800037,0.9094185524901351,-0.002863688710131429,0.9985422740524781,0.8551587301587302,0.14338354389374786
36401,cpp,added,inserted,removed,6,0.7598356856515927,0.7598356856515927,0.0,0.8000000000000002,0.8000000000000002,0.0,0.887534817914365,0.893111485154688,-0.005576667240323019,0.8300000000000002,0.8300000000000002,0.0
