diff_id,language,deb_nli_signed_diff→gold,deb_nli_signed_gold→gen_codellama-7b,deb_nli_signed_diff→gen_codellama-7b,deb_nli_signed_gold→gen_qwen2.5-coder-7b,deb_nli_signed_diff→gen_qwen2.5-coder-7b,deb_nli_signed_gold→gen_deepseek-6.7b,deb_nli_signed_diff→gen_deepseek-6.7b
2737,cpp,-0.318634033203125,-0.01812744140625,-0.0650634765625,0.1847996711730957,-0.00494384765625,0.00203704833984375,0.181640625
2909,cpp,0.079559326171875,-0.3188438415527344,0.7816143035888672,0.003409862518310547,0.0075588226318359375,-0.9406900405883789,0.9885177612304688
3002,cpp,0.898834228515625,0.9615516662597656,0.08230972290039062,0.7279510498046875,0.0014734268188476562,0.025506019592285156,0.9940509796142578
3149,cpp,0.9946713447570801,0.006558418273925781,0.9960088729858398,0.2726287841796875,0.997276782989502,-0.04010772705078125,0.9047718048095703
3169,cpp,-0.0782470703125,-0.0036220550537109375,0.03164386749267578,-0.0004024505615234375,0.9971981048583984,0.0036640167236328125,0.9784421920776367
3229,cpp,0.0264434814453125,-0.04132080078125,0.0014386177062988281,-0.12286758422851562,0.9893159866333008,0.009033203125,0.946075439453125
3431,cpp,0.0003509521484375,-0.050872802734375,0.0008172988891601562,-0.0454254150390625,0.004886627197265625,0.00185394287109375,0.440093994140625
3519,cpp,0.9931507110595703,0.01778411865234375,0.0026302337646484375,-0.9968996047973633,0.0033245086669921875,0.031463623046875,0.929962158203125
3745,cpp,-0.61383056640625,0.047210693359375,0.0623931884765625,0.0690460205078125,-0.0145263671875,-0.085845947265625,0.8721771240234375
3892,cpp,0.0389404296875,-0.22451019287109375,0.042236328125,-0.03563690185546875,0.0904541015625,0.02507781982421875,0.7933273315429688
3948,cpp,0.9957623481750488,0.0784912109375,0.9966683387756348,0.004107832908630371,0.9962143898010254,0.002841949462890625,0.0068206787109375
4117,cpp,0.9848289489746094,-0.19757080078125,0.9951820373535156,-0.0057544708251953125,0.9967837333679199,0.60284423828125,0.9851875305175781
4183,cpp,0.020587921142578125,-0.006114959716796875,0.9833087921142578,0.0036334991455078125,0.8948392868041992,-0.49920654296875,-0.00180816650390625
4287,cpp,0.231781005859375,-0.19548797607421875,0.192169189453125,-0.0234527587890625,0.9469547271728516,-0.402984619140625,0.8143234252929688
4475,cpp,0.57867431640625,-0.088623046875,0.784637451171875,2.09808349609375e-05,0.8649444580078125,-0.632476806640625,0.9844818115234375
4496,cpp,0.094482421875,-0.02386474609375,0.1544189453125,-0.00583648681640625,0.647003173828125,-0.019092559814453125,0.41412353515625
4538,cpp,0.23779296875,-0.556396484375,-0.0142059326171875,-0.9900150299072266,0.9833736419677734,-0.014190673828125,-0.06396484375
4759,cpp,0.259033203125,-0.733489990234375,-0.63232421875,0.0011911392211914062,0.02640533447265625,0.003772735595703125,-0.126953125
4859,cpp,-0.9846229553222656,-0.03354644775390625,-0.957305908203125,0.001171112060546875,-0.392578125,0.00165557861328125,-0.9758682250976562
4883,cpp,0.03521728515625,-0.341583251953125,0.00433349609375,-0.0014324188232421875,0.135986328125,-0.767608642578125,-0.22265625
4905,cpp,-0.01654052734375,-0.013671875,0.0015954971313476562,-0.0041656494140625,0.0172119140625,-0.7280731201171875,0.9337692260742188
5010,cpp,0.004055976867675781,0.0492401123046875,0.006152153015136719,0.04375457763671875,0.0020732879638671875,-0.696136474609375,0.7888221740722656
5032,cpp,0.10268783569335938,-0.8119659423828125,0.15045166015625,0.007115364074707031,0.6784286499023438,0.0037565231323242188,0.273162841796875
5150,cpp,-0.2484130859375,-0.1101531982421875,0.0851593017578125,-0.0089111328125,0.1107177734375,0.004276275634765625,0.668609619140625
5271,cpp,-6.318092346191406e-05,-0.0033740997314453125,0.45508289337158203,-0.0016641616821289062,0.01552581787109375,-0.004299163818359375,0.9876060485839844
5391,cpp,-0.1036834716796875,0.030766963958740234,-0.000152587890625,0.04396629333496094,0.0009603500366210938,-0.325592041015625,0.9891071319580078
5400,cpp,0.034984588623046875,-0.003993988037109375,0.8543167114257812,-0.2288055419921875,0.32492828369140625,-0.0953521728515625,0.9783210754394531
5424,cpp,-0.536163330078125,0.012316226959228516,0.090484619140625,0.0016264915466308594,0.6240158081054688,0.023514509201049805,0.6923675537109375
5436,cpp,0.018690109252929688,0.0009670257568359375,0.9840097427368164,0.0003943443298339844,-0.123626708984375,-0.8668251037597656,0.7974367141723633
5697,cpp,0.42087554931640625,4.863739013671875e-05,0.9909582138061523,0.00023651123046875,0.9947032928466797,0.0215606689453125,0.9902057647705078
5898,cpp,0.002567291259765625,-0.4906005859375,0.028186798095703125,-0.017120361328125,0.021862030029296875,0.0032958984375,0.152801513671875
5971,cpp,0.9423408508300781,-0.0032949447631835938,-0.0019769668579101562,0.3649787902832031,0.9914751052856445,0.9768199920654297,0.8797149658203125
6385,cpp,0.5326080322265625,0.044252872467041016,0.043102264404296875,0.016204833984375,0.9543037414550781,0.0074405670166015625,0.0007443428039550781
6547,cpp,-0.01458740234375,0.017608642578125,0.8980941772460938,0.08078765869140625,0.7232780456542969,-0.020751953125,0.917144775390625
6584,cpp,0.9324750900268555,-0.12088394165039062,-0.000301361083984375,0.0008203983306884766,0.9687461853027344,-0.009660720825195312,0.024262428283691406
6610,cpp,-0.0494384765625,-0.00750732421875,0.0041046142578125,0.00048828125,-0.0032825469970703125,-0.0177001953125,0.0916595458984375
6723,cpp,-0.75579833984375,-0.1400604248046875,0.000885009765625,-0.8625869750976562,0.287353515625,-0.2177581787109375,0.059234619140625
6840,cpp,-0.020355224609375,-0.0219879150390625,0.0010190010070800781,-0.0261993408203125,0.17779541015625,0.00067138671875,0.006474494934082031
7422,cpp,0.01216888427734375,-0.00130462646484375,0.0023174285888671875,-0.103240966796875,0.0053501129150390625,0.4409332275390625,0.2453765869140625
7572,cpp,0.9914951324462891,0.00843048095703125,0.06838607788085938,0.007155418395996094,0.9508152008056641,0.0978546142578125,0.9296493530273438
7590,cpp,-0.0004730224609375,-0.7811126708984375,0.9384946823120117,-0.0222930908203125,0.6717758178710938,-0.98828125,0.9885387420654297
7640,cpp,-0.00286102294921875,-0.23117828369140625,0.0037250518798828125,-0.22382736206054688,0.25067138671875,-0.0877532958984375,0.9429168701171875
8146,cpp,-0.0035572052001953125,0.0002903938293457031,0.0006718635559082031,-0.0801849365234375,0.9476747512817383,0.003471851348876953,0.9960460662841797
8290,cpp,-0.2144775390625,-0.663604736328125,0.0904998779296875,-0.9669189453125,0.18556976318359375,-0.171142578125,0.779876708984375
8313,cpp,0.100341796875,0.004787445068359375,0.9373970031738281,0.0025177001953125,0.9976017475128174,0.8252105712890625,0.9513702392578125
8360,cpp,0.9953422546386719,0.0391845703125,0.0020084381103515625,0.2952880859375,0.9771003723144531,0.200927734375,0.0832977294921875
8386,cpp,-0.00417327880859375,0.21187973022460938,0.013295173645019531,0.002841949462890625,0.23011016845703125,0.2351360321044922,0.9774551391601562
8509,cpp,0.003894805908203125,-0.3811492919921875,0.020313262939453125,0.00839996337890625,0.6986083984375,-0.0786895751953125,0.02906036376953125
8543,cpp,0.039886474609375,-0.001499176025390625,0.594818115234375,0.0043828487396240234,0.9951992034912109,0.0067138671875,0.830230712890625
8735,cpp,0.0012340545654296875,0.9963666200637817,0.9752964973449707,-0.0094451904296875,0.9306182861328125,-0.0037994384765625,0.8805656433105469
8875,cpp,-0.00238037109375,0.0072479248046875,0.9805870056152344,0.08447265625,0.9295654296875,0.016717910766601562,0.9743766784667969
8886,cpp,-0.9298324584960938,-0.06201934814453125,0.9900989532470703,0.0112762451171875,0.18527793884277344,-0.0219268798828125,0.888249397277832
8924,cpp,0.9781646728515625,-0.0044708251953125,-0.008819580078125,-0.2674560546875,0.9959449768066406,0.00384521484375,0.0753173828125
8982,cpp,0.513916015625,-0.0339508056640625,0.0520172119140625,0.08569145202636719,0.3560791015625,-0.183837890625,0.70367431640625
9058,cpp,-0.052734375,0.0016021728515625,0.9800529479980469,0.0029144287109375,0.9894752502441406,-0.715423583984375,0.4264678955078125
9122,cpp,0.0009164810180664062,-0.0260467529296875,0.4631309509277344,-0.01544189453125,0.9888668060302734,-0.998255729675293,0.7176856994628906
9196,cpp,0.006671905517578125,0.0056438446044921875,0.008485794067382812,-0.194671630859375,0.9543838500976562,-0.001556396484375,0.0007171630859375
9568,cpp,0.70037841796875,-0.9860835075378418,0.986140251159668,-0.7172737121582031,0.962677001953125,-0.9958534240722656,0.8515777587890625
9827,cpp,0.9889364242553711,-0.0281219482421875,0.9533843994140625,0.004323720932006836,0.9809303283691406,0.03369140625,0.0029296875
9868,cpp,0.8117637634277344,-0.8642597198486328,0.2852783203125,-0.009021759033203125,0.9928836822509766,-0.8177261352539062,0.9907255172729492
9873,cpp,-0.832794189453125,-0.06231689453125,0.657318115234375,-0.01128387451171875,0.9737586975097656,-0.9447402954101562,-0.0362548828125
9934,cpp,0.00067138671875,0.0012645721435546875,0.001697540283203125,0.005570411682128906,0.0034313201904296875,-0.00867462158203125,-0.314910888671875
9952,cpp,0.777923583984375,0.008062362670898438,0.9897384643554688,0.05648040771484375,0.011518478393554688,0.00276947021484375,0.007151603698730469
10103,cpp,-0.086181640625,0.0385589599609375,0.9932036399841309,0.02812957763671875,0.05463409423828125,0.05325126647949219,0.002750396728515625
10309,cpp,-0.2056121826171875,0.002872467041015625,0.9774723052978516,0.007495880126953125,0.012228012084960938,0.5632781982421875,0.36144256591796875
10454,cpp,0.9715232849121094,0.00131988525390625,0.01403951644897461,0.001659393310546875,0.9940357208251953,0.011338233947753906,0.02276611328125
10504,cpp,0.093536376953125,-0.024566650390625,0.055194854736328125,-0.6883544921875,0.9872989654541016,-0.097564697265625,0.67041015625
10728,cpp,0.9778995513916016,0.007205963134765625,0.9683399200439453,-0.3556976318359375,0.9637374877929688,-0.8280029296875,0.9427223205566406
10742,cpp,0.9901180267333984,0.087799072265625,0.667694091796875,0.012554168701171875,0.01898193359375,0.8587799072265625,-0.1719970703125
10964,cpp,0.1158447265625,-0.16822433471679688,-0.098876953125,0.0242767333984375,0.202392578125,0.4682159423828125,0.072509765625
11034,cpp,0.9861650466918945,0.7664337158203125,0.2563629150390625,0.17649364471435547,0.9816007614135742,-0.000827789306640625,0.9977726936340332
11091,cpp,0.0013723373413085938,0.07476043701171875,0.8717880249023438,-0.1087493896484375,0.9923763275146484,-0.1458740234375,0.9388351440429688
11139,cpp,0.03778076171875,-0.0271148681640625,0.0001361370086669922,0.013145923614501953,0.9848728179931641,0.005356788635253906,0.9913330078125
11174,cpp,0.52825927734375,-0.13665771484375,0.07251358032226562,-0.09056854248046875,0.9930973052978516,0.006256103515625,0.9894137382507324
11263,cpp,0.0413818359375,0.527252197265625,-0.00616455078125,0.029836654663085938,0.857879638671875,0.9468345642089844,0.04931640625
11358,cpp,0.0302276611328125,0.9721698760986328,0.9708061218261719,0.015920639038085938,0.00507354736328125,-0.104461669921875,0.81414794921875
11378,cpp,0.30063629150390625,-5.245208740234375e-05,-0.9396133422851562,-0.00032711029052734375,0.0048465728759765625,0.001209259033203125,0.9783868789672852
11466,cpp,0.2091217041015625,0.03588104248046875,0.2978668212890625,0.05877566337585449,0.12805557250976562,0.9098224639892578,0.4649810791015625
11564,cpp,0.04028892517089844,-0.0681610107421875,0.02237701416015625,-0.01689910888671875,0.9597797393798828,0.0003681182861328125,0.9844589233398438
11954,cpp,0.701934814453125,-0.000431060791015625,0.000537872314453125,0.008754730224609375,0.9391651153564453,-0.046417236328125,0.00119781494140625
12096,cpp,-0.011688232421875,-0.0572662353515625,0.8246631622314453,-0.00325775146484375,-0.02292633056640625,-0.9970130920410156,0.9780788421630859
12187,cpp,0.571044921875,0.024974822998046875,0.9915752410888672,0.019870758056640625,0.9166908264160156,-0.017181396484375,0.9876480102539062
12213,cpp,0.1623687744140625,-0.001384735107421875,-0.9539413452148438,-8.058547973632812e-05,0.02281951904296875,-0.0011348724365234375,-0.55145263671875
12345,cpp,0.018157958984375,-0.2502288818359375,-0.064239501953125,0.019134521484375,0.9743232727050781,-0.04931640625,0.9753341674804688
12371,cpp,0.00887298583984375,-0.007937431335449219,0.01316070556640625,0.0025157928466796875,0.4080467224121094,-0.000152587890625,0.0050811767578125
12398,cpp,0.9863882064819336,0.00020360946655273438,0.9958548545837402,-5.91278076171875e-05,0.30077362060546875,-0.004130363464355469,0.06645774841308594
12419,cpp,-0.970428466796875,-0.960972785949707,0.9798431396484375,0.00315093994140625,0.00726318359375,-0.9577293395996094,0.9673881530761719
12518,cpp,-0.3353385925292969,-0.05610179901123047,0.9958982467651367,0.0003873109817504883,-0.9816684722900391,-0.10709381103515625,0.7353096008300781
12541,cpp,0.2542724609375,-0.005481719970703125,0.8721771240234375,0.8797206878662109,0.9817390441894531,0.5933609008789062,-0.003173828125
12838,cpp,0.0008304119110107422,0.004786491394042969,0.0130615234375,0.0024614334106445312,0.07518768310546875,-0.5839080810546875,0.9849281311035156
12889,cpp,0.022979736328125,-0.06439208984375,0.00226593017578125,0.0025625228881835938,0.03456687927246094,0.009737014770507812,0.005480766296386719
13049,cpp,0.0009036064147949219,0.0008962154388427734,0.5706596374511719,0.011225461959838867,0.005340099334716797,-0.1377410888671875,0.20719146728515625
13295,cpp,0.6614723205566406,-0.000942230224609375,0.239410400390625,-0.000316619873046875,0.9503631591796875,-0.0022525787353515625,0.9767398834228516
13296,cpp,-0.857666015625,-0.0050201416015625,0.9692916870117188,0.008292198181152344,0.9801158905029297,-0.070098876953125,0.9397430419921875
13313,cpp,0.9920148849487305,-0.0022449493408203125,0.08446359634399414,0.0003871917724609375,0.8562049865722656,-0.7639694213867188,0.9771957397460938
13505,cpp,0.2060546875,0.0112152099609375,-3.337860107421875e-05,0.6254711151123047,-6.103515625e-05,0.9088172912597656,0.9541015625
13516,cpp,0.02274322509765625,0.0012989044189453125,0.5497703552246094,0.000701904296875,0.9968061447143555,0.033538818359375,0.008270263671875
13639,cpp,0.342437744140625,-0.6975555419921875,0.9916267395019531,0.00183868408203125,0.0008068084716796875,0.0067462921142578125,0.0363006591796875
13657,cpp,0.21484375,-0.014635086059570312,-0.00217437744140625,-0.08764266967773438,0.011058807373046875,-0.27750396728515625,0.7942047119140625
13887,cpp,0.01021575927734375,0.021505355834960938,-0.0511016845703125,0.0019683837890625,-0.0020465850830078125,0.00228118896484375,0.0738525390625
13940,cpp,0.0396728515625,-0.00022029876708984375,-0.0033111572265625,-0.0018367767333984375,0.012542724609375,-0.00152587890625,0.298004150390625
14102,cpp,0.001422882080078125,-0.15863037109375,-0.0023450851440429688,-0.1840667724609375,0.000270843505859375,0.0044708251953125,0.01068115234375
14126,cpp,0.054279327392578125,0.7990493774414062,0.01401519775390625,0.0016632080078125,0.025470733642578125,-0.01125335693359375,-0.00811767578125
14160,cpp,-0.000156402587890625,-0.01544189453125,-0.39208984375,0.008047103881835938,0.12970352172851562,-0.001251220703125,-0.2254638671875
14324,cpp,0.00029778480529785156,-0.01023101806640625,-0.00534820556640625,-0.0077953338623046875,0.965423583984375,-0.011165618896484375,0.9922523498535156
14381,cpp,0.008751869201660156,-0.024021148681640625,0.690460205078125,0.00666046142578125,0.6501922607421875,-0.1025390625,0.216064453125
14418,cpp,0.00036716461181640625,-0.2425537109375,0.026014328002929688,0.0005674362182617188,0.4458122253417969,-0.1792449951171875,0.00269317626953125
14436,cpp,0.024515151977539062,-0.212738037109375,0.9634227752685547,0.0085601806640625,0.9960832595825195,0.0002288818359375,0.996058464050293
14515,cpp,-0.2694091796875,-0.0085601806640625,0.152008056640625,-0.011356353759765625,-0.1815185546875,-0.8250465393066406,0.9906244277954102
14584,cpp,-0.3328857421875,-0.7393722534179688,0.9930448532104492,-0.9046211242675781,0.9913063049316406,-0.579498291015625,0.9936323165893555
14649,cpp,0.2218017578125,0.00623321533203125,0.9132709503173828,0.010087966918945312,0.9945955276489258,0.02286243438720703,0.9808387756347656
14741,cpp,-0.233184814453125,-0.27911376953125,-0.10498046875,-0.000629425048828125,-0.02978515625,0.005710601806640625,-0.0123291015625
14813,cpp,0.1235504150390625,-0.025054931640625,0.9830350875854492,0.01764678955078125,0.9878425598144531,-0.9210662841796875,0.013427734375
14908,cpp,0.065673828125,-0.0205841064453125,0.0667266845703125,0.38631248474121094,0.01306915283203125,-0.5976638793945312,-0.62725830078125
14946,cpp,0.781951904296875,0.00911712646484375,0.991431713104248,3.814697265625e-05,0.9849071502685547,-0.29638671875,0.9915008544921875
15433,cpp,0.653594970703125,-0.35662841796875,0.001003265380859375,-0.008802413940429688,0.008145809173583984,-0.9020767211914062,-0.000362396240234375
15505,cpp,0.0010929107666015625,-0.013980865478515625,0.29351806640625,-0.001888275146484375,0.00608062744140625,-0.10456085205078125,0.9709243774414062
15525,cpp,0.4512939453125,0.008880615234375,0.0985107421875,0.00026226043701171875,0.41949462890625,0.11257362365722656,0.711669921875
15599,cpp,-0.660736083984375,-0.9457197189331055,0.4780387878417969,-0.9978413581848145,0.860076904296875,0.0011081695556640625,0.9991450309753418
15619,cpp,0.5702285766601562,-0.10943603515625,0.9868326187133789,0.06781768798828125,0.0009984970092773438,0.00439453125,0.9925212860107422
15695,cpp,-0.005466461181640625,-0.023351669311523438,0.624603271484375,-0.00453948974609375,0.3049354553222656,-0.011444091796875,0.0052433013916015625
15777,cpp,0.10443115234375,-0.474884033203125,0.9700450897216797,-0.7281341552734375,0.9287338256835938,-0.4244384765625,0.730438232421875
15899,cpp,-0.00074005126953125,0.8528499603271484,0.0792999267578125,0.0011174678802490234,-9.5367431640625e-06,0.9710369110107422,0.0046443939208984375
15930,cpp,0.9562225341796875,-0.00032138824462890625,0.06844329833984375,-0.00655364990234375,0.7892684936523438,-0.0022153854370117188,0.2531890869140625
16490,cpp,0.3792228698730469,0.0002899169921875,0.9978542327880859,-0.0023651123046875,0.9865798950195312,-0.448883056640625,0.9872779846191406
16492,cpp,0.008819580078125,-0.175750732421875,0.8411865234375,0.003875732421875,0.9049453735351562,-0.874603271484375,0.9649200439453125
16532,cpp,0.00384521484375,-0.0500946044921875,0.9400663375854492,-0.0188751220703125,0.9601821899414062,0.0303955078125,0.9737472534179688
16603,cpp,-0.017822265625,0.18988800048828125,-0.000797271728515625,0.21380615234375,0.1990966796875,-0.8796539306640625,0.0005750656127929688
16727,cpp,0.061614990234375,0.01935577392578125,0.0030755996704101562,0.020877838134765625,0.9952096939086914,0.023956298828125,0.949554443359375
16815,cpp,0.27101898193359375,0.004643440246582031,0.015964508056640625,0.009613037109375,0.561981201171875,0.0037841796875,0.0165252685546875
16836,cpp,0.0789794921875,-0.064788818359375,0.00061798095703125,0.008190155029296875,0.0049419403076171875,0.013458251953125,0.03350830078125
17047,cpp,0.2638893127441406,-0.23885726928710938,0.0151824951171875,-0.00047969818115234375,0.9580249786376953,-0.677947998046875,0.04399871826171875
17049,cpp,0.0064716339111328125,0.0006389617919921875,0.0139007568359375,-0.002048492431640625,0.004694938659667969,-0.0446929931640625,0.3083610534667969
17076,cpp,0.006072998046875,0.069488525390625,0.352783203125,0.04913330078125,0.9939384460449219,-0.14105224609375,0.6837158203125
17086,cpp,0.9414024353027344,0.007370948791503906,-0.1423797607421875,0.0438079833984375,-0.198760986328125,0.0496826171875,-9.34600830078125e-05
17174,cpp,0.020233154296875,-0.00243377685546875,0.06280136108398438,0.0011477470397949219,0.7373046875,-0.7225341796875,0.477874755859375
17525,cpp,0.8239402770996094,-0.0150909423828125,9.72747802734375e-05,-0.09295654296875,-0.0011892318725585938,0.37429046630859375,-0.00041961669921875
17531,cpp,-0.05908203125,0.0196685791015625,0.868255615234375,-0.0453643798828125,0.8859367370605469,-0.05206298828125,0.033364295959472656
17822,cpp,0.002761363983154297,-0.052669525146484375,0.023761749267578125,-0.000873565673828125,0.9841461181640625,0.36489105224609375,0.9698200225830078
18064,cpp,0.5501708984375,0.0009336471557617188,0.008960723876953125,-0.0027618408203125,-0.00046539306640625,0.050235748291015625,0.9924545288085938
18193,cpp,0.33968353271484375,-0.317413330078125,0.1714324951171875,0.13498973846435547,0.995671272277832,-0.011842727661132812,0.62200927734375
18200,cpp,-0.009918212890625,0.0002415180206298828,0.9791936874389648,0.00357818603515625,0.9929304122924805,-0.12299728393554688,0.6777801513671875
18246,cpp,0.06065940856933594,0.0929718017578125,0.010947227478027344,0.0123138427734375,0.9957318305969238,0.9727859497070312,0.0044097900390625
18369,cpp,0.9936838150024414,0.7223129272460938,0.969456672668457,0.8975067138671875,0.9785542488098145,0.25672149658203125,0.009076118469238281
18385,cpp,-0.1068115234375,0.008056640625,0.0073757171630859375,0.09085464477539062,-0.0006465911865234375,0.04836273193359375,0.2698974609375
18742,cpp,0.0270233154296875,0.9667282104492188,0.00698089599609375,0.004669189453125,0.9106788635253906,-0.000194549560546875,0.048595428466796875
18767,cpp,-0.016357421875,-0.23108291625976562,-0.49365234375,-0.0016040802001953125,0.107666015625,-0.04425811767578125,-0.9499740600585938
18873,cpp,0.29364013671875,-0.0810394287109375,-0.13555908203125,-0.320770263671875,0.038848876953125,0.9135322570800781,0.850830078125
18904,cpp,0.9884977340698242,0.0074920654296875,0.9935665130615234,0.02632880210876465,0.9928207397460938,0.00069427490234375,0.9548301696777344
18966,cpp,0.969207763671875,0.015140533447265625,0.9539127349853516,-0.098663330078125,0.8877639770507812,-0.11883544921875,0.9484062194824219
19017,cpp,-0.025146484375,0.168731689453125,-0.423828125,-0.0028581619262695312,0.1784515380859375,0.05152130126953125,0.0245361328125
19063,cpp,0.593505859375,0.003968238830566406,0.0513916015625,0.0012798309326171875,0.9170455932617188,0.3908538818359375,0.0677490234375
19353,cpp,0.0030364990234375,-0.6445693969726562,0.0006594657897949219,-0.18085479736328125,0.9961910247802734,-0.9769496917724609,0.020833969116210938
19806,cpp,0.06334686279296875,-0.9624786376953125,0.0489349365234375,-0.4696235656738281,0.4461956024169922,-0.586700439453125,0.41971588134765625
19882,cpp,0.4056243896484375,-0.3346118927001953,0.8201179504394531,0.02130722999572754,0.02385711669921875,-0.7945213317871094,0.80780029296875
20035,cpp,-0.8292083740234375,0.0007190704345703125,0.9146080017089844,0.055510520935058594,0.9811058044433594,-0.0052642822265625,0.08477783203125
20290,cpp,0.0014033317565917969,-0.0062427520751953125,0.9925975799560547,0.01038360595703125,0.9933300018310547,-0.019317626953125,0.9860992431640625
20346,cpp,0.5196552276611328,0.0032949447631835938,0.9954051971435547,-0.00011444091796875,0.9833393096923828,-0.007537841796875,0.9610252380371094
20365,cpp,0.012067794799804688,0.0010037422180175781,0.000823974609375,-0.0533905029296875,0.009929656982421875,0.0017025470733642578,0.145263671875
20689,cpp,-0.681182861328125,-0.840545654296875,-0.082763671875,-0.00817108154296875,0.01618194580078125,0.0049591064453125,-0.328369140625
20726,cpp,-0.0005962848663330078,-0.23858642578125,0.9892482757568359,-0.0388336181640625,0.9372520446777344,-0.0099639892578125,0.8813095092773438
20865,cpp,0.017822265625,0.0073699951171875,0.9645280838012695,-0.01735687255859375,0.988739013671875,0.033977508544921875,0.9245033264160156
20958,cpp,0.195068359375,-0.8512954711914062,0.0008742809295654297,-0.005645751953125,0.9837608337402344,-0.9820652008056641,0.9939041137695312
20994,cpp,0.44140625,-0.31296539306640625,0.9422225952148438,0.048126220703125,0.047119140625,-0.390472412109375,-0.43408203125
21182,cpp,-4.38690185546875e-05,-0.0005130767822265625,0.3221435546875,0.001499176025390625,0.6519985198974609,0.02935791015625,0.7971038818359375
21282,cpp,0.0009098052978515625,0.0009050369262695312,0.9905014038085938,0.003940582275390625,0.00128173828125,0.004719734191894531,0.9866809844970703
21431,cpp,-0.787261962890625,-0.027923583984375,0.2760009765625,-0.1832275390625,-0.02655029296875,-0.9524879455566406,-0.0294189453125
21522,cpp,0.982696533203125,-0.027996063232421875,0.00197601318359375,0.0001583099365234375,-0.00029659271240234375,-0.2445526123046875,0.000888824462890625
21556,cpp,0.452880859375,-0.0316162109375,0.011991500854492188,0.02254486083984375,0.9806404113769531,0.0566864013671875,0.0135345458984375
21832,cpp,0.14188766479492188,-0.0071887969970703125,0.9435520172119141,-0.0025625228881835938,0.0031061172485351562,0.0047607421875,0.219146728515625
21996,cpp,-0.003910064697265625,0.6558837890625,0.8141555786132812,-0.0196533203125,0.9793434143066406,-0.000392913818359375,0.206390380859375
22139,cpp,0.8272247314453125,0.00635528564453125,-0.3782958984375,-0.002269744873046875,0.9759435653686523,0.2264251708984375,0.9832592010498047
22303,cpp,-0.0152740478515625,3.314018249511719e-05,0.7183990478515625,0.00024700164794921875,0.9664077758789062,0.6812973022460938,0.8695907592773438
22407,cpp,-0.0034027099609375,-0.31756591796875,-0.01937103271484375,-0.005191802978515625,-0.06534576416015625,-0.9923920631408691,0.98553466796875
22498,cpp,0.008523941040039062,-0.002788543701171875,0.0015263557434082031,-0.00024890899658203125,0.98272705078125,0.05173683166503906,0.0677490234375
22549,cpp,-0.012542724609375,-0.9874477386474609,-0.34619140625,-0.0492095947265625,0.5206298828125,0.00322723388671875,0.9862899780273438
22618,cpp,0.335662841796875,0.05457496643066406,0.000244140625,0.0029153823852539062,0.0036830902099609375,0.016038894653320312,-0.005229949951171875
