diff_id,language,has_intent,intent_tags,nli_signed_diff→gold,nli_signed_gold→gen_codellama-7b,nli_signed_gold→gen_qwen2.5-coder-7b,nli_signed_gold→gen_deepseek-6.7b
4287,cpp,0,plain,0.49464748799800873,0.053754306863993406,0.003933355212211609,0.19216782227158546
4475,cpp,1,bracket,-0.254438579082489,4.1600316762924194e-05,-0.30025395192205906,-0.09071116149425507
4496,cpp,0,plain,0.3773368038237095,-0.9789187258575112,-0.41357444133609533,-0.06792169064283371
4538,cpp,0,plain,0.5326449647545815,-0.007391283928882331,-0.9450362032512203,-0.8690457324264571
4759,cpp,1,ticket,0.16183456405997276,0.8388830572366714,-0.21709717996418476,-0.04647411033511162
4859,cpp,0,plain,0.2852343050763011,0.06560618430376053,0.32433632982429117,0.04859685152769089
4883,cpp,0,plain,-0.11927014589309692,0.5219933250918984,0.06733572657685727,-0.11789038544520736
4905,cpp,1,ticket,-0.04196084290742874,-0.2349759191274643,-0.018444471526890993,-0.9746076045557857
5010,cpp,1,bracket,0.17444798164069653,-0.1132756951265037,0.0035062124079559,-0.7947617992758751
5032,cpp,0,plain,0.2476956769824028,-0.5526638198643923,0.012371729710139334,-0.06284310668706894
5150,cpp,1,bracket,0.3057381957769394,-0.830092077376321,-0.07765764137730002,0.33438216149806976
5271,cpp,0,plain,-0.013879533275030553,-0.07975115347653627,-0.31728189904242754,-0.11700377613306046
5391,cpp,0,plain,0.0443577915430069,0.032674529240466654,0.031008374702651054,-0.6191961616277695
5400,cpp,0,plain,0.6783113963901997,0.06812066398561001,0.07077314704656601,0.062275275588035583
5424,cpp,0,plain,-0.7333994023501873,0.02673525220598094,0.10457953810691833,0.0721056149341166
5436,cpp,1,ticket,-0.279629722237587,-0.8385259304195642,-0.44055912271142006,-0.9351011924445629
5697,cpp,0,plain,0.06051364168524742,0.0007530000293627381,-0.18834754824638367,-0.2714994251728058
5898,cpp,0,plain,0.05429457873106003,0.09854166861623526,0.04390484991017729,0.03416202683001757
5971,cpp,0,plain,0.742487660376355,-0.49582138378173113,0.16070483974181116,0.9937821692437865
6385,cpp,1,bracket,0.04455968737602234,0.11250115931034088,0.09261749684810638,0.07064202276524156
6547,cpp,0,plain,0.14890975318849087,-0.9751255817245692,-0.6791790165007114,-0.8400359004735947
6584,cpp,0,plain,0.1714513674378395,0.00045940838754177094,0.15730252489447594,-0.0537354345433414
6610,cpp,1,ticket,-0.7191033661365509,0.0065596625208854675,0.05494341813027859,0.6902656778693199
6723,cpp,0,plain,0.3587386682629585,-0.1924271211028099,-0.05650727450847626,-0.00021179509349167347
6840,cpp,1,revert,-0.8312428407371044,0.37650343775749207,-0.6875651525333524,-0.31563304364681244
7422,cpp,0,plain,0.5680433101952076,0.06587856914848089,-0.01930806413292885,0.6526188533753157
7572,cpp,0,plain,0.08578961808234453,-0.020042451098561287,0.007637820963282138,0.5837544156238437
7590,cpp,0,plain,-0.014290723484009504,-0.6301199264125898,-0.6531824134290218,-0.9894007456168765
7640,cpp,0,plain,-0.054801926016807556,0.04712078347802162,-0.01361911790445447,-0.9979944306542166
8146,cpp,0,plain,0.17302794009447098,0.00014655524864792824,-0.1605918500572443,-0.010144373401999474
8290,cpp,0,plain,0.6099660247564316,-0.3683335408568382,-0.9522100929170847,-0.7308626435697079
8313,cpp,0,plain,0.028905391693115234,0.33508310676552355,0.004505096032517031,0.7619668655097485
8360,cpp,1,bracket,0.931390792131424,-0.25691742449998856,0.07599244825541973,0.40870076790452003
8386,cpp,0,plain,-0.4451177418231964,0.5365266697481275,0.020458798855543137,-0.020991861820220947
8509,cpp,0,plain,-0.0002849046140909195,-0.9942845471668988,0.0021792873012600467,0.15965933352708817
8543,cpp,0,plain,-0.3111655041575432,-0.4593079900369048,0.010297109023667872,0.39214347302913666
8735,cpp,0,plain,0.6348725855350494,0.9893356764805503,-0.4719712436199188,0.014122945256531239
8875,cpp,0,plain,0.2503596097230911,0.018467264715582132,0.04304877668619156,0.0027358606457710266
8886,cpp,1,bracket,-0.1687004086561501,0.03166351839900017,-0.1198632400482893,-0.10947124287486076
8924,cpp,0,plain,0.9919171431101859,0.17724845744669437,0.8220810759812593,0.027854157611727715
8982,cpp,1,bracket,0.13131813518702984,0.009741594549268484,0.021105476596858352,-0.6088355109095573
9058,cpp,0,plain,-0.1772955060005188,0.021022604312747717,0.007034053094685078,0.00528813898563385
9122,cpp,0,plain,-0.1887214481830597,-0.18067770823836327,-0.21102517214603722,-0.8726047668606043
9196,cpp,1,bracket,-0.969273280352354,0.17979003908112645,-0.1782125213649124,0.003697007894515991
9568,cpp,0,plain,0.7791900909505785,-0.9882710141246207,-0.6470404667779803,-0.7873521540313959
9827,cpp,0,plain,0.9237549144309014,-0.026758739724755287,0.0032692909007892013,-0.0708036720752716
9868,cpp,0,plain,0.25704848766326904,0.0987575352191925,0.0036893541109748185,-0.6842158064246178
9873,cpp,0,plain,0.2906018868088722,-0.5616543963551521,-0.0017267530784010887,-0.9204493220895529
9934,cpp,1,ticket,-0.05193650349974632,0.00932895578444004,0.007748261326923966,0.02261514589190483
9952,cpp,0,plain,-0.9117667581886053,-0.7622146250214428,-0.02318852348253131,-0.9772771072748583
10103,cpp,0,plain,-0.9333660318516195,-0.12465430749580264,-0.21237140707671642,-0.019557029008865356
10309,cpp,0,plain,-0.0796930743381381,-0.2637069970369339,0.09659903857391328,-0.3453787565231323
10454,cpp,0,plain,0.976951091142837,0.005708566081011668,0.07935711927711964,0.028786241309717298
10504,cpp,1,ce_flag,-0.23166011273860931,-0.12494345754384995,-0.6431593718007207,-0.007240353152155876
10728,cpp,0,plain,0.9890482648334,0.04936066083610058,0.17710255458950996,-0.1608758568763733
10742,cpp,0,plain,0.9873971804045141,0.050304973497986794,0.06866763066500425,0.9038568884134293
10964,cpp,0,plain,-0.6464533656835556,-0.7701094038784504,0.022223884239792824,0.26939185708761215
11034,cpp,0,plain,0.10048165544867516,0.10739928483963013,0.7464527555857785,-0.07613673992455006
11091,cpp,0,plain,-0.007344968616962433,0.217668651137501,0.029070025659166276,0.31999814277514815
11139,cpp,0,plain,0.22654966078698635,-0.10107751563191414,-0.13913322472944856,0.016531474888324738
11174,cpp,0,plain,0.9050321262329817,0.10260777175426483,-0.568339679390192,0.011812141165137291
11263,cpp,0,plain,0.4872830342501402,0.4762634187936783,0.2316303353291005,0.5188610553741455
11358,cpp,1,bracket,0.2745779413962737,0.9552229190594517,0.34867231335374527,-0.31533150747418404
11378,cpp,0,plain,0.6499375533312559,-0.00021733716130256653,0.1729450187413022,-0.890079933218658
11466,cpp,0,plain,-0.19471754506230354,0.007209131610579789,0.0742395551642403,0.0999436152051203
11564,cpp,0,plain,0.017745597288012505,0.0003782822750508785,0.003474222496151924,-0.0007638977840542793
11954,cpp,0,plain,0.25975295156240463,-0.434572571888566,-0.021180683746933937,-0.5690377652645111
12096,cpp,0,plain,-0.7331403733696789,-0.9029040890745819,0.005071230931207538,-0.997606778255431
12187,cpp,1,bracket,0.8032132908701897,0.056769126327708364,0.03732617641799152,0.02880633808672428
12213,cpp,0,plain,0.13789427187293768,-0.056135259568691254,0.0002754581219051033,-0.0647641634568572
12345,cpp,1,bracket,0.04769106209278107,-0.9956173609825782,0.00017786641546990722,-0.8733455929905176
12371,cpp,0,plain,0.16446371376514435,-4.1644787415862083e-05,0.002488471654942259,0.15164320543408394
12398,cpp,0,plain,0.6160272639244795,-0.0001518341014161706,0.0008278227032860741,0.0037091264966875315
12419,cpp,1,bracket,-0.9564314023591578,-0.1488690860569477,0.0005570226348936558,-0.43917983025312424
12518,cpp,0,plain,-0.9374574451940134,-0.9733444340672577,-0.0008616611594334245,-0.994816378923133
12541,cpp,1,bracket,0.26476284861564636,-0.028775389422662556,0.04925421817461029,0.4070464065298438
12838,cpp,0,plain,0.0014339298941195011,0.00027192640118300915,0.0011476758518256247,-0.9994900636847888
12889,cpp,0,plain,-0.3922499679028988,-0.2616686522960663,0.001465570880100131,0.12117543816566467
13049,cpp,0,plain,0.03559610899537802,0.013204368820879608,0.011127677746117115,-0.24151936173439026
13295,cpp,0,plain,-0.6644876040518284,-0.008826844394207,0.0007017945463303477,-0.3673550449311733
13296,cpp,0,plain,0.013123750686645508,-0.3186733238399029,0.0069312890991568565,0.7111220732331276
13313,cpp,0,plain,0.8617043942213058,-0.19973323121666908,0.00853183795697987,-0.8351502595469356
13505,cpp,1,bracket,-0.8370010629296303,0.0023817202309146523,0.006284217088250443,0.8964134338311851
13516,cpp,0,plain,0.191246896982193,-0.007553473114967346,0.04623488895595074,0.34891377855092287
13639,cpp,0,plain,0.7300742492079735,-0.0023942291736602783,0.0018232613801956177,0.47678105160593987
13657,cpp,0,plain,0.7887652367353439,0.5140018276870251,0.03232930414378643,-0.035158708691596985
13887,cpp,0,plain,0.04751731758005917,0.02081015007570386,9.434009552933276e-05,0.0012993814307264984
13940,cpp,1,merge,0.09652566909790039,0.05483555421233177,-0.07527608051896095,-0.9366243984550238
14102,cpp,0,plain,-0.019692320376634598,0.00856180302798748,-0.3007217552512884,-0.045845210552215576
14126,cpp,1,bracket,0.13500025495886803,0.9051365591585636,-0.5679225344210863,-0.7117437347769737
14160,cpp,0,plain,0.025659358128905296,0.030638870666734874,0.3044967385940254,0.28721215203404427
14324,cpp,0,plain,-0.040089813992381096,-0.007222026586532593,-0.0021355673670768738,-0.3328032991848886
14381,cpp,0,plain,0.5292581282556057,-0.007086765952408314,0.03371613286435604,0.015270799398422241
14418,cpp,0,plain,-0.14224786311388016,0.00953581277281046,-0.0030584929045289755,-0.5169034898281097
14436,cpp,1,ticket,0.0038398057222366333,-0.029595864936709404,0.001684555085375905,0.002460887480992824
14515,cpp,0,plain,-0.8699395544826984,0.22791367769241333,-0.280742309987545,0.035808660089969635
14584,cpp,0,plain,-0.11933696269989014,-0.0023318403400480747,0.0006776959635317326,-0.8682687357068062
14649,cpp,0,plain,0.011095166206359863,0.12295787408947945,0.04247485613450408,0.4427170632407069
14741,cpp,0,plain,0.01791059970855713,-0.7468188442289829,-0.023308361880481243,-0.03827040642499924
14813,cpp,1,ce_flag,-0.05621372349560261,0.02067631483078003,0.009515119076240808,-0.9714743378572166
14908,cpp,0,plain,0.2201862819492817,-0.6474045477807522,0.4073866284452379,-0.8975343275815248
14946,cpp,1,bracket,0.5220049172639847,0.011250599171034992,0.05472354590892792,-0.9283518325537443
15433,cpp,0,plain,0.7260968238115311,-0.05777298845350742,-0.03877025097608566,-0.3190806955099106
15505,cpp,0,plain,0.015189209952950478,-0.915481120813638,-0.00017175369430333376,-0.03308007144369185
15525,cpp,0,plain,0.21316601429134607,0.40226616710424423,-0.06939848512411118,0.2366771139204502
15599,cpp,0,plain,-0.042862921953201294,-0.8351233908906579,-0.9703975860029459,0.11904488690197468
15619,cpp,0,plain,0.6714788302779198,-0.16707153618335724,0.13886142801493406,-0.09122642502188683
15695,cpp,0,plain,-0.00041681970469653606,-0.04037025757133961,-0.05475237872451544,-0.013246013782918453
15777,cpp,0,plain,-0.8672424554824829,-0.14222087478265166,-0.7703902114299126,-0.9781715058488771
15899,cpp,1,bracket,0.07293978752568364,0.9850951951520983,0.009039988624863327,0.944597305264324
15930,cpp,0,plain,0.9785033222578932,-0.0006196773611009121,0.0009832640353124589,-0.028063395991921425
16490,cpp,0,plain,0.7838477273471653,-0.14901970140635967,-0.05884864926338196,0.008316516876220703
16492,cpp,0,plain,0.20264161378145218,-0.003186494577676058,0.00017132173525169492,-0.21236039698123932
16532,cpp,1,"ticket,ce_flag",-0.9762166114524007,-0.05165327154099941,-0.12331476248800755,-0.9587676869705319
16603,cpp,1,bracket,0.07073469460010529,0.04516311129555106,0.12371106073260307,0.3904254361987114
16727,cpp,0,plain,0.015876352787017822,0.9282392282038927,-0.0010510347783565521,0.1453960295766592
16815,cpp,0,plain,0.2452126145362854,0.00888837082311511,0.003605577629059553,0.04503887891769409
16836,cpp,0,plain,0.241934509947896,0.2588740400969982,-0.06757548451423645,0.4926789589226246
17047,cpp,1,release,0.16993725299835205,-0.2817519959062338,-0.009087120182812214,0.09977962635457516
17049,cpp,0,plain,0.07789349555969238,-0.10206173965707421,-0.02212508162483573,-0.9312105653807521
17076,cpp,0,plain,0.6257133148610592,0.4084436488337815,0.40930639766156673,-0.693896010518074
17086,cpp,0,plain,-0.9782101351302117,0.0015752858016639948,0.004747429862618446,-0.010004171635955572
17174,cpp,1,ticket,-0.14366028644144535,-0.07695725560188293,-0.12377193756401539,0.601274661719799
17525,cpp,0,plain,0.022714480757713318,0.6909614624455571,0.006790824234485626,0.6938744755461812
17531,cpp,1,bracket,-0.3100718557834625,-0.00815920066088438,-0.24925370514392853,0.002004683017730713
17822,cpp,1,bracket,-0.009778921492397785,-0.1031072735786438,0.0010580981615930796,0.4284864813089371
18064,cpp,0,plain,-0.5529913827776909,0.012161572463810444,-0.0016926045063883066,0.9091011007549241
18193,cpp,0,plain,-0.23494568467140198,-0.24890803918242455,0.19600003957748413,0.5213974565267563
18200,cpp,0,plain,-0.004815742373466492,0.0028801757725887,0.018659634049981833,-0.26471109688282013
18246,cpp,1,"ticket,ce_flag",-0.3154768943786621,0.9007818177342415,0.0190673666074872,0.9867723055649549
18369,cpp,0,plain,0.9663403662852943,0.3151927551953122,0.10890608007321134,0.014586329460144043
18385,cpp,1,bracket,0.003501124680042267,0.06615006364881992,0.01896505174227059,-0.16863664984703064
18742,cpp,0,plain,0.7317609302699566,0.9730536621063948,0.000929789210204035,0.0017077501397579908
18767,cpp,0,plain,0.026271795853972435,-0.989002264890587,-0.001914521213620901,-0.2296898514032364
18873,cpp,1,bracket,-0.2739843800663948,-0.9251001323573291,-0.4303576145321131,-0.9558056443929672
18904,cpp,0,plain,0.8783561962191015,0.4736749976873398,0.3438001819886267,0.014441255305428058
18966,cpp,1,bracket,0.8399281166493893,0.018473057833034545,-0.48359178751707077,0.04534294083714485
19017,cpp,0,plain,-0.241945568472147,0.5864137951284647,-0.00019403803162276745,0.25989650562405586
19063,cpp,0,plain,0.9550051740661729,0.004549376608338207,0.005200501531362534,-0.02317555993795395
19353,cpp,0,plain,0.06481653265655041,-0.047172725200653076,-0.4496738025918603,-0.5916568264365196
19806,cpp,0,plain,0.19070423394441605,-0.04138031601905823,0.14744816347956657,0.017332738265395164
19882,cpp,0,plain,0.7188491430133581,0.7879829811863601,0.6613027479033917,0.32414923794567585
20035,cpp,0,plain,-0.31983231753110886,0.2363316211849451,0.012139237252995372,0.0338766083586961
20290,cpp,0,plain,0.04911469668149948,-0.1380226444453001,0.015350389294326305,0.016763146966695786
20346,cpp,1,ticket,-0.061371900141239166,0.025548136793076992,-0.48625841783359647,-0.017492398619651794
20365,cpp,0,plain,0.08558190986514091,0.0008247130317613482,0.01532131340354681,-0.03711494617164135
20689,cpp,1,"ticket,ce_flag",-0.027827439829707146,-0.8987901993095875,-0.059332668548449874,-0.9340493492782116
20726,cpp,0,plain,-0.04808138182852417,-0.13595304638147354,-0.018172835931181908,-0.5640978366136551
20865,cpp,0,plain,-0.004277700558304787,0.005733674392104149,-0.12305859103798866,0.49174683168530464
20958,cpp,0,plain,-0.9383513750508428,-0.1261962354183197,-0.023292901925742626,-0.9688166917767376
20994,cpp,1,bracket,0.018086150288581848,-0.7188480608165264,-0.9058023570105433,-0.5760997831821442
21182,cpp,0,plain,-0.013040404475759715,-0.0005161679582670331,0.05886409617960453,-0.7445466816425323
21282,cpp,0,plain,-0.1392575539648533,0.006075879791751504,0.004946380853652954,0.0028715705266222358
21431,cpp,0,plain,0.6166743710637093,-0.01368219219148159,0.003713700920343399,0.04499843716621399
21522,cpp,0,plain,0.6753636384382844,0.2634576503187418,0.020756492973305285,0.06852605938911438
21556,cpp,0,plain,-0.5810644654557109,-0.1657035646494478,-0.04609377449378371,-0.7858765721321106
21832,cpp,1,bracket,0.05847032833844423,0.04934090096503496,-0.0040168126579374075,-0.4147506430745125
21996,cpp,0,plain,0.40064725652337074,0.03322043642401695,0.0016034315340220928,0.30903851240873337
22139,cpp,0,plain,-0.5184998661279678,0.5261005903594196,-0.840634792111814,0.33651722222566605
22303,cpp,0,plain,0.002520423266105354,0.009200312313623726,0.0016692131757736206,0.3847359288483858
22407,cpp,1,"ticket,revert",-0.36428071558475494,0.21477235294878483,0.0005109574412927032,-0.9959749138797633
22498,cpp,1,bracket,0.023396446369588375,0.014163176296278834,0.0007317732670344412,0.37283453810960054
22549,cpp,0,plain,0.019519668072462082,-0.9514059176435694,-0.03437557234428823,0.024201277876272798
22618,cpp,1,bracket,0.061404164880514145,0.23509742435999215,0.007192684919573367,0.021487270365469158
22666,cpp,0,plain,-0.04072622023522854,0.025021376786753535,0.010577757668215781,0.12342792004346848
22699,cpp,0,plain,-0.6336723584681749,-0.11043719947338104,-0.002952620852738619,-0.3703376054763794
22745,cpp,0,plain,0.1889369934797287,-0.02375705912709236,-0.1482549048960209,0.0151018260512501
22746,cpp,0,plain,0.9642556170001626,0.6592249859240837,0.8751121452078223,-0.03654700517654419
22838,cpp,0,plain,-0.19636253267526627,-0.5839977194555104,-0.03443722054362297,0.0178297758102417
22999,cpp,0,plain,0.8976197058800608,-0.6174373272806406,0.1742385474499315,-0.08114321529865265
281,cs,0,plain,-0.3253597170114517,-0.8370712604373693,-0.24801410362124443,-0.7548410892486572
354,cs,0,plain,0.24812201038002968,0.02669327985495329,0.0009350146283395588,-0.1889052391052246
427,cs,0,plain,0.042115735122933984,-0.010067665949463844,0.0004903320514131337,0.0031953915604390204
461,cs,0,plain,0.12109242007136345,0.0991529393941164,0.1030102027580142,0.24929197877645493
742,cs,0,plain,-0.004332643002271652,0.0008981595747172832,-0.11829197406768799,-0.2499110996723175
884,cs,0,plain,0.3065095618367195,0.05727852834388614,0.06040874123573303,0.10549536161124706
1012,cs,0,plain,-0.056167662143707275,0.6692952690646052,-0.006501918658614159,0.18148702569305897
1072,cs,0,plain,0.010150598362088203,-0.4868133068084717,-0.9690155236748978,-0.23513679951429367
1332,cs,1,bracket,0.6665741913020611,0.14739253534935415,0.09476215107133612,0.1355277020484209
1971,cs,0,plain,-0.0007155228522606194,-0.21560055122245103,-0.00016288715414702892,-0.5320642609149218
1999,cs,0,plain,-0.0010572780738584697,-0.0035995568614453077,-0.015874097123742104,-0.2815083675086498
2034,cs,0,plain,0.6312064584344625,0.5199192066211253,0.0010762163146864623,0.9847447077918332
2376,cs,0,plain,-0.666501734405756,0.007984209805727005,-0.6037569643231109,-0.6556470766663551
2521,cs,0,plain,0.6769703403115273,-0.960127308499068,0.04472957574762404,-0.16578719019889832
2656,cs,0,plain,0.19928364211227745,-0.09331619739532471,-0.08086851658299565,-0.3804648816585541
2747,cs,1,bracket,-0.5581001564860344,0.03617299348115921,0.12076267600059509,-0.99895320959331
2901,cs,0,plain,0.3393362518399954,0.0024629877880215645,-0.012525398284196854,0.48790566623210907
2971,cs,0,plain,-0.0364735908806324,0.011335834860801697,0.014615111518651247,0.18608197383582592
3033,cs,0,plain,-0.012229436542838812,0.07657497748732567,0.004219410941004753,0.006461726617999375
3130,cs,0,plain,-0.894368383102119,0.00024445197777822614,-0.0071946680545806885,-0.9376829825341702
3493,cs,0,plain,0.5455757305026054,0.16124997194856405,0.7700492662843317,0.8442399555351585
3750,cs,0,plain,0.012479610741138458,-0.29192184656858444,0.6574119096621871,0.18708137422800064
4034,cs,0,plain,0.9947350754227955,0.9971520723775029,0.9971520758117549,-0.6789997592568398
4252,cs,0,plain,0.4949767142534256,-0.21917781233787537,-0.9826622030232102,0.19151699915528297
4401,cs,0,plain,0.9238445546943694,0.9746294867945835,0.876660905778408,0.032252884935587645
4445,cs,0,plain,0.003971219062805176,-0.019028110429644585,0.0010333920363336802,-0.46228228975087404
4647,cs,0,plain,0.3266269266605377,0.000590769574046135,0.0002846556017175317,3.263857797719538e-05
5020,cs,0,plain,-0.06815905123949051,0.25485368072986603,0.24942568968981504,0.4648027531802654
5185,cs,1,bracket,0.24196288781240582,0.3566493083490059,0.03824595327023417,0.1324979243800044
5221,cs,0,plain,0.4108220902271569,0.6781287321355194,0.024586908519268036,0.7714684708043933
5384,cs,0,plain,-0.19004550157114863,-0.44325733045116067,-0.37473106291145086,-0.942861107760109
5431,cs,0,plain,0.32260599732398987,0.029318411834537983,0.0006517992442240939,-0.005408127326518297
5469,cs,0,plain,0.08528420701622963,-0.016389619559049606,-0.08800908550620079,-0.33198750764131546
5763,cs,0,plain,-0.951404390973039,-0.003902195021510124,0.025781950913369656,-0.5019225981086493
5857,cs,0,plain,0.09276251494884491,-0.06932806223630905,0.09830352663993835,-0.7937275171279907
5869,cs,0,plain,0.5014057978987694,-0.24439314007759094,0.9247129905270413,-0.8357692155987024
5983,cs,0,plain,-0.3787958025932312,-0.11177699861582369,-0.06791852973401546,0.03208357095718384
6059,cs,0,plain,0.43672488257288933,-0.6908235251903534,0.010733258677646518,-0.1484919711947441
6112,cs,1,bracket,0.29211845993995667,-0.10985946469008923,-0.5362998601049185,-0.7527541071176529
6208,cs,0,plain,0.18422136455774307,0.8193716923706234,0.022275835275650024,0.9180390443652868
6414,cs,0,plain,0.2666833312250674,0.9062638190225698,0.02331343272817321,0.020626097917556763
6449,cs,0,plain,0.265839084982872,0.6624206863343716,0.0373224001377821,0.10769902169704437
7248,cs,0,plain,-0.06571487337350845,-0.005439326167106628,0.08196061430498958,-0.16020861268043518
7328,cs,0,plain,0.036665722727775574,0.006580173605470918,-0.22904100269079208,-0.9969262655067723
7425,cs,0,plain,-0.029611535370349884,-9.111850522458553e-05,-0.0004745979676954448,-0.359193691983819
7533,cs,0,plain,-0.02536186669021845,0.10828114673495293,0.04649419686757028,-0.6465836139395833
7766,cs,0,plain,-0.3944040909409523,0.0114503288641572,-0.0038362015038728714,0.2566826641559601
8050,cs,0,plain,0.2575820982456207,0.023102126666344702,-0.023726335261017084,-0.521970858797431
8251,cs,0,plain,0.024067209102213383,-0.21867568232119083,0.07196545414626598,0.19831380248069763
8262,cs,0,plain,0.11147875152528286,-0.05186186730861664,0.1135680410079658,-0.7480662316083908
8374,cs,0,plain,0.372812784393318,0.1149647980928421,0.002374365445575677,0.4331882745027542
8462,cs,1,bracket,0.35097361728549004,0.9274592260480858,0.5695376407820731,0.7269847942516208
8527,cs,0,plain,0.12357762921601534,-0.0014458823716267943,0.0002524348674342036,0.5042584016919136
8543,cs,0,plain,0.9155766749754548,0.9775736761803273,0.9891881180810742,0.9557819982292131
8735,cs,0,plain,0.9874069720390253,-0.06643929332494736,0.0016541405057068914,-0.06471491791307926
8858,cs,0,plain,0.16584217047784477,0.909299710765481,0.003373062572791241,-0.00020218268036842346
8878,cs,0,plain,0.06656906008720398,0.2921615899540484,-0.6875592581927776,0.06542934151366353
8952,cs,0,plain,0.4759089923463762,0.7201239606365561,0.005778230231953785,-0.5242530256509781
9374,cs,0,plain,-0.056214191019535065,-0.2976665198802948,-0.2927362322807312,-0.8283522725105286
9802,cs,0,plain,-0.4379280209541321,-0.05081750359386206,-0.9293913698929828,-0.9739514995017089
9927,cs,0,plain,0.4482482150197029,0.05972774390829727,0.007761339191347361,0.153641976416111
9979,cs,0,plain,-0.8617621553130448,-0.09440472815185785,-0.45769244036637247,-0.9143917812034488
10213,cs,0,plain,-0.04748709499835968,-0.1917593302205205,0.464680538570974,0.005576256546191871
10329,cs,0,plain,-0.02698572096414864,0.2729833445046097,0.0017799320630729198,0.30389724019914865
10489,cs,0,plain,-0.13894805312156677,-0.18400675058364868,-0.5815221183001995,0.6223242171108723
10547,cs,0,plain,0.41371531784534454,-0.10478441417217255,0.018812870606780052,0.04928106255829334
10601,cs,0,plain,0.8656542771495879,0.037049923092126846,0.12780190038029104,-0.00406061764806509
10786,cs,0,plain,-0.005551820853725076,0.0008941581472754478,-0.2194710047915578,-0.10022611357271671
11254,cs,0,plain,0.03229601588100195,0.9947100564604625,0.6849840730428696,0.9782044589519501
11334,cs,0,plain,0.39473903086036444,0.9724571377737448,0.9542085448629223,0.9726798694755416
11402,cs,0,plain,0.45247300574555993,0.9936699985992163,0.008204735655453987,0.01209491622284986
11411,cs,0,plain,-0.17700421810150146,-0.0205728467553854,-0.05094590783119202,0.013802955858409405
11554,cs,0,plain,-0.000314515084028244,-0.012399319559335709,0.03308467450551689,0.07426801323890686
11883,cs,0,plain,0.7665858217515051,-0.040643887128680944,0.03583150275517255,0.10338700003921986
11990,cs,0,plain,0.011675459332764149,-0.5367657858878374,0.9854339981684461,0.7897388525307178
12026,cs,0,plain,0.5088223400525749,-0.41825952380895615,-0.567049385048449,-0.3426426462829113
