diff_id,language,anchor,synonym,antonym,anchor_hits,gold_word_count,bleu_syn,bleu_ant,rougeL_syn,rougeL_ant,bleu_delta,rougeL_delta
12878,py,disable,block,enable,1,7,0.8091067115702206,0.8091067115702206,0.8333333333333334,0.8333333333333334,0.0,0.0
13127,py,allow,permit,forbid,1,11,0.8931539818068699,0.8931539818068699,0.8888888888888888,0.8888888888888888,0.0,0.0
13368,py,allow,permit,forbid,1,11,0.8153551038173119,0.8153551038173119,0.9,0.9,0.0,0.0
13578,py,allow,permit,forbid,1,14,0.9193227152249183,0.9193227152249183,0.875,0.875,0.0,0.0
14280,py,add,insert,remove,1,13,0.9121679090703875,0.9121679090703875,0.9166666666666666,0.9166666666666666,0.0,0.0
14316,py,added,inserted,removed,1,21,0.9607071390340023,0.9607071390340023,0.9444444444444444,0.9444444444444444,0.0,0.0
14322,py,remove,delete,insert,1,12,0.7348889200874659,0.7348889200874659,0.9,0.9,0.0,0.0
14336,py,adding,inserting,removing,1,8,0.6580370064762461,0.6580370064762461,0.8888888888888888,0.8888888888888888,0.0,0.0
14444,py,adding,inserting,removing,1,13,0.9121679090703875,0.9121679090703875,0.9230769230769231,0.9230769230769231,0.0,0.0
14444,py,increasing,raising,decreasing,2,13,0.6262844962765469,0.6262844962765469,0.8461538461538461,0.8461538461538461,0.0,0.0
14610,py,add,insert,remove,1,9,0.8633400213704508,0.8633400213704508,0.8571428571428571,0.8571428571428571,0.0,0.0
14660,py,allow,permit,forbid,1,13,0.9121679090703875,0.9121679090703875,0.8888888888888888,0.8888888888888888,0.0,0.0
15176,py,added,inserted,removed,1,9,0.6606328636027612,0.6606328636027612,0.8571428571428571,0.8571428571428571,0.0,0.0
15206,py,enable,permit,disable,1,20,0.9457416090031756,0.9457416090031756,0.9230769230769231,0.9230769230769231,0.0,0.0
16386,py,add,insert,remove,1,10,0.9036020036098446,0.9036020036098446,0.9,0.9,0.0,0.0
17624,py,add,insert,remove,1,10,0.9036020036098446,0.9036020036098446,0.9,0.9,0.0,0.0
18020,py,removed,deleted,inserted,1,15,0.9253911813809742,0.9253911813809742,0.9230769230769231,0.9230769230769231,0.0,0.0
18025,py,add,insert,remove,1,7,0.9121679090703875,0.9121679090703875,0.875,0.875,0.0,0.0
18068,py,added,inserted,removed,1,13,0.8003203203845001,0.8003203203845001,0.9230769230769231,0.9230769230769231,0.0,0.0
18087,py,enable,permit,disable,1,13,0.9121679090703875,0.9121679090703875,0.9,0.9,0.0,0.0
18706,py,added,inserted,removed,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
19003,py,add,insert,remove,1,8,0.8408964152537145,0.8408964152537145,0.8333333333333334,0.8333333333333334,0.0,0.0
19394,py,added,inserted,removed,1,20,0.8578928092681432,0.8578928092681432,0.9444444444444444,0.9444444444444444,0.0,0.0
19650,py,add,insert,remove,1,13,0.9121679090703875,0.9121679090703875,0.9090909090909091,0.9090909090909091,0.0,0.0
20170,py,adds,inserts,removes,1,9,0.8931539818068699,0.8931539818068699,0.875,0.875,0.0,0.0
20205,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
21128,py,remove,delete,insert,1,12,0.9036020036098446,0.9036020036098446,0.9090909090909091,0.9090909090909091,0.0,0.0
21259,py,added,inserted,removed,1,8,0.8408964152537145,0.8408964152537145,0.875,0.875,0.0,0.0
21363,py,allow,permit,forbid,1,18,0.8394327083733333,0.8394327083733333,0.9285714285714286,0.9285714285714286,0.0,0.0
21490,py,allow,permit,forbid,1,11,0.9253911813809742,0.9253911813809742,0.9230769230769231,0.9230769230769231,0.0,0.0
22281,py,show,display,hide,1,6,0.7598356856515927,0.7598356856515927,0.8333333333333334,0.8333333333333334,0.0,0.0
22425,py,add,insert,remove,1,13,0.9121679090703875,0.9121679090703875,0.9230769230769231,0.9230769230769231,0.0,0.0
22454,py,enabled,permitted,disabled,1,11,0.9121679090703875,0.9121679090703875,0.9090909090909091,0.9090909090909091,0.0,0.0
22680,py,add,insert,remove,1,10,0.8801117367933934,0.8801117367933934,0.9,0.9,0.0,0.0
22823,py,add,insert,remove,1,12,0.8371170098777919,0.8371170098777919,0.9090909090909091,0.9090909090909091,0.0,0.0
23059,py,added,inserted,removed,1,10,0.82651681837938,0.82651681837938,0.875,0.875,0.0,0.0
23349,py,allow,permit,forbid,1,12,0.7825422900366438,0.7825422900366438,0.9166666666666666,0.9166666666666666,0.0,0.0
23451,py,add,insert,remove,1,10,0.8801117367933934,0.8801117367933934,0.9,0.9,0.0,0.0
23762,py,create,build,destroy,1,11,0.8931539818068699,0.8931539818068699,0.9090909090909091,0.9090909090909091,0.0,0.0
24501,py,add,insert,remove,1,8,0.8801117367933934,0.8801117367933934,0.8888888888888888,0.8888888888888888,0.0,0.0
25384,py,add,insert,remove,1,16,0.9306048591020994,0.9306048591020994,0.9285714285714286,0.9285714285714286,0.0,0.0
25439,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.9090909090909091,0.9090909090909091,0.0,0.0
25465,py,add,insert,remove,1,7,0.4889230224349009,0.4889230224349009,0.8333333333333334,0.8333333333333334,0.0,0.0
25648,py,add,insert,remove,1,12,0.7691605673134587,0.7691605673134587,0.8888888888888888,0.8888888888888888,0.0,0.0
25885,py,adding,inserting,removing,1,10,0.8801117367933934,0.8801117367933934,0.8888888888888888,0.8888888888888888,0.0,0.0
25950,py,allow,permit,forbid,1,9,0.8633400213704508,0.8633400213704508,0.8888888888888888,0.8888888888888888,0.0,0.0
26147,py,accept,take,reject,1,14,0.8153551038173119,0.8153551038173119,0.9166666666666666,0.9166666666666666,0.0,0.0
26701,py,include,contain,exclude,1,12,0.7691605673134587,0.7691605673134587,0.9166666666666666,0.9166666666666666,0.0,0.0
28286,py,added,inserted,removed,1,15,0.9253911813809742,0.9253911813809742,0.9166666666666666,0.9166666666666666,0.0,0.0
28632,py,create,build,destroy,1,11,0.8931539818068699,0.8931539818068699,0.9090909090909091,0.9090909090909091,0.0,0.0
29013,py,add,insert,remove,1,7,0.8091067115702206,0.8091067115702206,0.8000000000000002,0.8000000000000002,0.0,0.0
29064,py,add,insert,remove,1,19,0.9485438370694514,0.9485438370694514,0.9473684210526315,0.9473684210526315,0.0,0.0
29064,py,remove,delete,insert,1,19,0.865603055254171,0.865603055254171,0.9473684210526315,0.9473684210526315,0.0,0.0
29548,py,adding,inserting,removing,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
30237,py,added,inserted,removed,1,7,0.8091067115702206,0.8091067115702206,0.8571428571428571,0.8571428571428571,0.0,0.0
30279,py,add,insert,remove,1,9,0.7506238537503396,0.7506238537503396,0.8571428571428571,0.8571428571428571,0.0,0.0
30584,py,add,insert,remove,1,9,0.8633400213704508,0.8633400213704508,0.8888888888888888,0.8888888888888888,0.0,0.0
30601,py,added,inserted,removed,1,19,0.9485438370694514,0.9485438370694514,0.9444444444444444,0.9444444444444444,0.0,0.0
30770,py,include,contain,exclude,1,6,0.7071067811865478,0.7071067811865478,0.8571428571428571,0.8571428571428571,0.0,0.0
30793,py,add,insert,remove,1,14,0.9306048591020994,0.9306048591020994,0.9230769230769231,0.9230769230769231,0.0,0.0
30819,py,add,insert,remove,1,10,0.8801117367933934,0.8801117367933934,0.8888888888888888,0.8888888888888888,0.0,0.0
31106,py,add,insert,remove,1,12,0.9036020036098446,0.9036020036098446,0.9090909090909091,0.9090909090909091,0.0,0.0
31208,py,adding,inserting,removing,1,21,0.9573479717381593,0.9573479717381593,0.9444444444444444,0.9444444444444444,0.0,0.0
31285,py,add,insert,remove,1,8,0.6580370064762461,0.6580370064762461,0.875,0.875,0.0,0.0
31471,py,add,insert,remove,1,16,0.9306048591020994,0.9306048591020994,0.9285714285714286,0.9285714285714286,0.0,0.0
31471,py,create,build,destroy,1,16,0.8153551038173119,0.8153551038173119,0.9285714285714286,0.9285714285714286,0.0,0.0
31683,py,include,contain,exclude,1,14,0.8003203203845001,0.8003203203845001,0.9,0.9,0.0,0.0
31864,py,added,inserted,removed,1,17,0.9351334836242394,0.9351334836242394,0.9285714285714286,0.9285714285714286,0.0,0.0
32029,py,allows,permits,forbids,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
32266,py,add,insert,remove,1,14,0.7825422900366438,0.7825422900366438,0.8888888888888888,0.8888888888888888,0.0,0.0
32286,py,added,inserted,removed,1,9,0.8633400213704508,0.8633400213704508,0.875,0.875,0.0,0.0
32473,py,create,build,destroy,1,11,0.7419446627365011,0.7419446627365011,0.8888888888888888,0.8888888888888888,0.0,0.0
32885,py,removed,deleted,inserted,1,15,0.8003203203845001,0.8003203203845001,0.9230769230769231,0.9230769230769231,0.0,0.0
33063,py,adds,inserts,removes,1,14,0.8091067115702206,0.8091067115702206,0.9285714285714286,0.9285714285714286,0.0,0.0
33063,py,allows,permits,forbids,1,14,0.9193227152249183,0.9193227152249183,0.9285714285714286,0.9285714285714286,0.0,0.0
33198,py,add,insert,remove,1,8,0.8408964152537145,0.8408964152537145,0.875,0.875,0.0,0.0
33295,py,added,inserted,removed,1,6,0.8408964152537145,0.8408964152537145,0.8571428571428571,0.8571428571428571,0.0,0.0
33505,py,show,display,hide,1,10,0.6580370064762461,0.6580370064762461,0.8888888888888888,0.8888888888888888,0.0,0.0
33767,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.875,0.875,0.0,0.0
34078,py,added,inserted,removed,1,12,0.9036020036098446,0.9036020036098446,0.9,0.9,0.0,0.0
35220,py,allow,permit,forbid,1,12,0.9554427922043663,0.9554427922043663,0.9375,0.9375,0.0,0.0
35366,py,create,build,destroy,1,10,0.7071067811865478,0.7071067811865478,0.9,0.9,0.0,0.0
35535,py,add,insert,remove,1,9,0.9351334836242394,0.9351334836242394,0.9090909090909091,0.9090909090909091,0.0,0.0
35833,py,removing,deleting,inserting,1,11,0.7419446627365011,0.7419446627365011,0.875,0.875,0.0,0.0
36148,py,remove,delete,insert,1,11,0.8070557274927979,0.8070557274927979,0.8888888888888888,0.8888888888888888,0.0,0.0
36432,py,added,inserted,removed,1,8,0.8408964152537145,0.8408964152537145,0.875,0.875,0.0,0.0
36700,py,add,insert,remove,1,12,0.9036020036098446,0.9036020036098446,0.9,0.9,0.0,0.0
37691,py,allow,permit,forbid,1,7,0.8091067115702206,0.8091067115702206,0.8571428571428571,0.8571428571428571,0.0,0.0
37710,py,enable,permit,disable,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
37761,py,allow,permit,forbid,1,9,0.5969491792019644,0.5969491792019644,0.8888888888888888,0.8888888888888888,0.0,0.0
37830,py,enable,permit,disable,1,6,0.7598356856515927,0.7598356856515927,0.8333333333333334,0.8333333333333334,0.0,0.0
38128,py,add,insert,remove,1,7,0.4889230224349009,0.4889230224349009,0.8333333333333334,0.8333333333333334,0.0,0.0
38403,py,add,insert,remove,2,27,0.8590888738245118,0.8590888738245118,0.9130434782608695,0.9130434782608695,0.0,0.0
38636,py,remove,delete,insert,1,24,0.8843865924896839,0.8843865924896839,0.9523809523809523,0.9523809523809523,0.0,0.0
38794,py,add,insert,remove,1,10,0.9036020036098446,0.9036020036098446,0.9,0.9,0.0,0.0
39276,py,add,insert,remove,1,9,0.8633400213704508,0.8633400213704508,0.8571428571428571,0.8571428571428571,0.0,0.0
39358,py,added,inserted,removed,1,13,0.9121679090703875,0.9121679090703875,0.9166666666666666,0.9166666666666666,0.0,0.0
39358,py,removed,deleted,inserted,1,13,0.791066507175436,0.791066507175436,0.9166666666666666,0.9166666666666666,0.0,0.0
39667,py,add,insert,remove,1,9,0.8633400213704508,0.8633400213704508,0.8888888888888888,0.8888888888888888,0.0,0.0
39765,py,add,insert,remove,1,10,0.8801117367933934,0.8801117367933934,0.8888888888888888,0.8888888888888888,0.0,0.0
39949,py,add,insert,remove,1,9,0.8633400213704508,0.8633400213704508,0.875,0.875,0.0,0.0
40038,py,allow,permit,forbid,1,11,0.9253911813809742,0.9253911813809742,0.9230769230769231,0.9230769230769231,0.0,0.0
40202,py,add,insert,remove,1,13,0.942615147681512,0.942615147681512,0.9333333333333333,0.9333333333333333,0.0,0.0
40516,py,allow,permit,forbid,1,10,0.6580370064762461,0.6580370064762461,0.9,0.9,0.0,0.0
40621,py,add,insert,remove,1,6,0.7598356856515927,0.7598356856515927,0.8333333333333334,0.8333333333333334,0.0,0.0
40631,py,allow,permit,forbid,1,14,0.7825422900366438,0.7825422900366438,0.9166666666666666,0.9166666666666666,0.0,0.0
40928,py,added,inserted,removed,1,15,0.9253911813809742,0.9253911813809742,0.9285714285714286,0.9285714285714286,0.0,0.0
40941,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.875,0.875,0.0,0.0
40994,py,added,inserted,removed,1,10,0.7348889200874659,0.7348889200874659,0.875,0.875,0.0,0.0
41186,py,add,insert,remove,1,24,0.9025139799587889,0.9025139799587889,0.9500000000000001,0.9500000000000001,0.0,0.0
41194,py,remove,delete,insert,1,8,0.7071067811865478,0.7071067811865478,0.875,0.875,0.0,0.0
41269,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.9,0.9,0.0,0.0
41921,py,added,inserted,removed,1,14,0.7825422900366438,0.7825422900366438,0.9285714285714286,0.9285714285714286,0.0,0.0
41952,py,added,inserted,removed,1,7,0.8633400213704508,0.8633400213704508,0.875,0.875,0.0,0.0
42064,py,start,begin,stop,1,20,0.9036020036098446,0.9036020036098446,0.9375,0.9375,0.0,0.0
42453,py,added,inserted,removed,1,8,0.8408964152537145,0.8408964152537145,0.8571428571428571,0.8571428571428571,0.0,0.0
42478,py,add,insert,remove,1,8,0.8408964152537145,0.8408964152537145,0.8333333333333334,0.8333333333333334,0.0,0.0
42703,py,add,insert,remove,1,14,0.8761560783209456,0.8761560783209456,0.9166666666666666,0.9166666666666666,0.0,0.0
42759,py,add,insert,remove,1,12,0.7348889200874659,0.7348889200874659,0.9,0.9,0.0,0.0
42815,py,added,inserted,removed,1,11,0.8003203203845001,0.8003203203845001,0.9230769230769231,0.9230769230769231,0.0,0.0
43462,py,add,insert,remove,1,11,0.8931539818068699,0.8931539818068699,0.9090909090909091,0.9090909090909091,0.0,0.0
43705,py,starts,begins,stops,1,9,0.7506238537503396,0.7506238537503396,0.875,0.875,0.0,0.0
43853,py,add,insert,remove,1,7,0.8633400213704508,0.8633400213704508,0.8333333333333334,0.8333333333333334,0.0,0.0
44428,py,add,insert,remove,1,12,0.8371170098777919,0.8371170098777919,0.9090909090909091,0.9090909090909091,0.0,0.0
